uid2,predict
2557,0.20875156
16854,0.20875156
6542,0.20875156
11935,0.20875156
20381,0.20875156
2727,0.20875156
12178,0.34972963
8401,0.49668834
22085,0.20875156
20139,0.20875156
44961,0.43309024
17990,0.20875156
35082,0.24549836
185,0.20875156
17960,0.20875156
45065,0.32276765
29917,0.24549836
19962,0.20875156
4988,0.49668834
33974,0.24549836
27355,0.34972963
27586,0.24549836
21204,0.49668834
13873,0.20875156
12723,0.20875156
31018,0.24549836
38495,0.5488107
33055,0.49668834
22030,0.34972963
18900,0.20875156
8634,0.20875156
23354,0.20875156
7269,0.49668834
33038,0.34972963
40984,0.32276765
20075,0.20875156
39937,0.24549836
27849,0.24549836
37753,0.24549836
8955,0.20875156
91,0.20875156
34945,0.24549836
5098,0.20875156
4685,0.20875156
8991,0.20875156
13791,0.34972963
19097,0.20875156
14274,0.20875156
24612,0.20875156
24356,0.20875156
31182,0.24549836
10207,0.20875156
41959,0.43309024
5340,0.20875156
17268,0.20875156
14616,0.20875156
7897,0.20875156
37450,0.48314685
16361,0.20875156
19397,0.20875156
28295,0.24549836
43126,0.32276765
12082,0.20875156
39857,0.24549836
8771,0.20875156
9823,0.49668834
12816,0.20875156
1353,0.20875156
42369,0.43309024
3283,0.20875156
15411,0.20875156
30111,0.24549836
37658,0.24549836
22776,0.20875156
39651,0.24549836
17688,0.20875156
289,0.20875156
44182,0.32276765
17563,0.20875156
34601,0.24549836
13004,0.20875156
31783,0.24549836
23857,0.20875156
22004,0.20875156
17331,0.20875156
36382,0.24549836
23516,0.20875156
34994,0.24549836
13132,0.20875156
3617,0.20875156
20804,0.20875156
8990,0.20875156
38500,0.24549836
21143,0.20875156
24628,0.20875156
18827,0.20875156
42137,0.43309024
16768,0.20875156
39906,0.24549836
43364,0.43309024
23048,0.20875156
5292,0.20875156
16206,0.34972963
1085,0.20875156
40608,0.24549836
40824,0.32276765
41142,0.32276765
38005,0.24549836
30892,0.24549836
32219,0.24549836
5828,0.20875156
9765,0.20875156
11325,0.20875156
5481,0.20875156
19502,0.20875156
30459,0.24549836
28898,0.49668834
83,0.20875156
39571,0.24549836
35519,0.24549836
1781,0.20875156
24525,0.34972963
15969,0.34972963
43937,0.5488107
33805,0.24549836
5070,0.20875156
8912,0.20875156
23616,0.20875156
20369,0.49668834
13396,0.34972963
36215,0.24549836
34580,0.24549836
37334,0.24549836
34379,0.24549836
29859,0.24549836
33132,0.24549836
35540,0.24549836
40018,0.24549836
825,0.20875156
23639,0.20875156
31152,0.24549836
34783,0.24549836
869,0.20875156
31367,0.24549836
29443,0.24549836
1870,0.20875156
8296,0.20875156
44338,0.43309024
214,0.20875156
44640,0.43309024
16613,0.20875156
17516,0.20875156
11519,0.20875156
22907,0.20875156
17500,0.20875156
12956,0.20875156
2603,0.20875156
40440,0.24549836
35391,0.24549836
7867,0.20875156
14705,0.20875156
34822,0.24549836
20508,0.20875156
40609,0.24549836
10712,0.20875156
25828,0.20875156
32580,0.24549836
18427,0.20875156
33195,0.24549836
8994,0.34972963
10683,0.20875156
31062,0.24549836
17696,0.20875156
198,0.20875156
14873,0.20875156
25078,0.20875156
30266,0.24549836
36838,0.24549836
13710,0.20875156
29338,0.24549836
38028,0.24549836
9753,0.20875156
31833,0.24549836
27053,0.20875156
40826,0.43309024
5988,0.20875156
29230,0.34972963
7888,0.20875156
8317,0.20875156
19485,0.34972963
2778,0.20875156
26221,0.20875156
4060,0.20875156
29271,0.24549836
22145,0.20875156
39738,0.24549836
28230,0.24549836
14073,0.20875156
26993,0.20875156
11056,0.20875156
35848,0.24549836
40239,0.24549836
18995,0.20875156
6696,0.20875156
3268,0.20875156
39336,0.24549836
27164,0.20875156
37430,0.24549836
12981,0.20875156
44995,0.43309024
32060,0.24549836
5870,0.20875156
31235,0.24549836
14560,0.20875156
34573,0.24549836
12304,0.20875156
10010,0.20875156
9363,0.20875156
17400,0.34972963
423,0.20875156
10060,0.20875156
22834,0.20875156
32655,0.34972963
37861,0.24549836
4950,0.20875156
12658,0.20875156
21342,0.20875156
40971,0.43309024
45006,0.43309024
15991,0.20875156
31011,0.24549836
25291,0.20875156
621,0.20875156
29780,0.24549836
4981,0.34972963
13002,0.20875156
5938,0.34972963
2624,0.20875156
29585,0.24549836
3971,0.20875156
32050,0.24549836
6894,0.20875156
19369,0.20875156
33135,0.24549836
24015,0.20875156
26869,0.20875156
12420,0.20875156
562,0.20875156
6008,0.20875156
34432,0.34972963
21620,0.20875156
23176,0.20875156
39577,0.24549836
21027,0.20875156
6644,0.20875156
9933,0.20875156
19518,0.20875156
6171,0.20875156
15690,0.20875156
11238,0.20875156
15283,0.20875156
39149,0.24549836
21238,0.20875156
44628,0.32276765
32353,0.24549836
24399,0.34972963
14292,0.20875156
43084,0.32276765
45131,0.32276765
38613,0.24549836
32363,0.24549836
23419,0.34972963
38650,0.24549836
19951,0.20875156
31283,0.24549836
43869,0.43309024
34123,0.24549836
20784,0.20875156
31284,0.24549836
39270,0.24549836
26016,0.34972963
1422,0.34972963
21412,0.20875156
9262,0.34972963
29822,0.24549836
38614,0.24549836
11264,0.20875156
20357,0.20875156
6902,0.20875156
14080,0.20875156
39916,0.5488107
16028,0.20875156
11914,0.20875156
17814,0.34972963
15914,0.20875156
18589,0.20875156
19724,0.20875156
14064,0.20875156
42306,0.43309024
30627,0.24549836
40357,0.24549836
40214,0.24549836
13588,0.20875156
22550,0.20875156
21025,0.20875156
32029,0.34972963
23295,0.20875156
18423,0.20875156
9169,0.20875156
21918,0.20875156
32598,0.24549836
43952,0.43309024
21808,0.20875156
6170,0.20875156
18388,0.20875156
33218,0.24549836
31409,0.24549836
3537,0.20875156
28504,0.24549836
43344,0.43309024
33601,0.24549836
13609,0.20875156
10614,0.20875156
28697,0.49668834
24208,0.20875156
2135,0.20875156
32171,0.24549836
15747,0.20875156
29089,0.24549836
2835,0.20875156
26132,0.20875156
29815,0.24549836
6085,0.20875156
12167,0.20875156
33746,0.24549836
17598,0.20875156
38241,0.24549836
19664,0.20875156
38932,0.24549836
17569,0.20875156
2167,0.20875156
4011,0.20875156
32791,0.24549836
3142,0.20875156
31930,0.24549836
13514,0.20875156
25480,0.34972963
12121,0.20875156
30375,0.24549836
25281,0.20875156
17695,0.20875156
9663,0.20875156
37613,0.24549836
41762,0.32276765
24211,0.20875156
5905,0.20875156
22268,0.34972963
9879,0.20875156
36751,0.47860748
22040,0.20875156
35516,0.49668834
68,0.20875156
28103,0.24549836
23008,0.20875156
40914,0.43309024
15209,0.20875156
42710,0.43309024
5038,0.20875156
16278,0.20875156
14979,0.20875156
36350,0.34972963
10648,0.20875156
5570,0.20875156
2153,0.20875156
22611,0.20875156
36152,0.34972963
27479,0.34972963
12551,0.20875156
8481,0.20875156
14259,0.20875156
19622,0.20875156
7912,0.20875156
18033,0.20875156
36908,0.47860748
29474,0.24549836
12330,0.20875156
934,0.20875156
25094,0.20875156
7340,0.20875156
24022,0.34972963
31454,0.24549836
44714,0.5488107
15947,0.20875156
25138,0.20875156
17589,0.34972963
33144,0.24549836
11870,0.34972963
33349,0.24549836
11616,0.20875156
38107,0.24549836
835,0.20875156
4555,0.20875156
15416,0.34972963
42329,0.43309024
5703,0.20875156
9165,0.20875156
17174,0.20875156
2942,0.34972963
9284,0.20875156
7589,0.20875156
8214,0.34972963
42668,0.32276765
40933,0.5488107
9571,0.20875156
34762,0.24549836
40009,0.47860748
9836,0.20875156
28153,0.24549836
28886,0.24549836
41045,0.32276765
38758,0.24549836
27573,0.24549836
31221,0.24549836
3249,0.20875156
17492,0.20875156
17255,0.20875156
26408,0.20875156
27964,0.24549836
21032,0.20875156
12016,0.20875156
13196,0.20875156
36147,0.24549836
28162,0.24549836
39977,0.24549836
1703,0.20875156
12459,0.34972963
42835,0.5488107
34107,0.24549836
24915,0.20875156
19545,0.20875156
9181,0.49668834
21782,0.34972963
21945,0.49668834
39366,0.48314685
923,0.20875156
5157,0.20875156
43452,0.43309024
6280,0.20875156
8624,0.20875156
35914,0.24549836
37792,0.24549836
8286,0.34972963
44656,0.43309024
28901,0.24549836
6874,0.20875156
17252,0.20875156
5806,0.20875156
15802,0.20875156
43509,0.43309024
31884,0.34972963
30203,0.24549836
37042,0.24549836
13345,0.20875156
24708,0.20875156
36249,0.24549836
33839,0.24549836
18371,0.20875156
22379,0.20875156
12554,0.20875156
3394,0.20875156
2419,0.34972963
29928,0.24549836
38670,0.24549836
32833,0.24549836
6861,0.20875156
10334,0.20875156
23186,0.20875156
16953,0.20875156
24735,0.20875156
8505,0.20875156
26031,0.20875156
16863,0.20875156
20589,0.20875156
5001,0.20875156
25313,0.20875156
28636,0.34972963
32873,0.24549836
28207,0.24549836
7120,0.20875156
3230,0.20875156
39396,0.24549836
32289,0.49668834
10221,0.20875156
2519,0.20875156
22203,0.34972963
7333,0.20875156
28815,0.24549836
15887,0.20875156
43659,0.43309024
8512,0.20875156
5823,0.20875156
40930,0.5488107
13537,0.20875156
44517,0.47860748
11214,0.34972963
28365,0.24549836
41326,0.43309024
40095,0.24549836
37420,0.24549836
24317,0.20875156
4283,0.20875156
36285,0.24549836
36388,0.24549836
15475,0.20875156
25328,0.20875156
16392,0.20875156
31709,0.24549836
23285,0.20875156
2377,0.20875156
35535,0.24549836
21149,0.34972963
14387,0.20875156
329,0.20875156
23706,0.20875156
10331,0.20875156
9560,0.20875156
24549,0.20875156
25030,0.20875156
7970,0.20875156
19416,0.34972963
4941,0.20875156
8559,0.20875156
7639,0.20875156
15786,0.20875156
5804,0.34972963
22110,0.20875156
36252,0.24549836
40623,0.24549836
29725,0.24549836
36466,0.34972963
39858,0.24549836
41686,0.43309024
11672,0.20875156
43954,0.32276765
29729,0.24549836
41523,0.43309024
14843,0.20875156
4872,0.20875156
7325,0.49668834
4572,0.20875156
6354,0.20875156
6275,0.20875156
26987,0.20875156
598,0.34972963
13896,0.20875156
9195,0.34972963
3913,0.34972963
19830,0.20875156
30184,0.24549836
6922,0.20875156
42972,0.43309024
8970,0.20875156
45201,0.5488107
180,0.34972963
37108,0.5488107
4136,0.20875156
7561,0.20875156
37696,0.41364262
39500,0.24549836
41856,0.32276765
11602,0.20875156
29344,0.24549836
10719,0.20875156
8443,0.49668834
38628,0.24549836
26450,0.20875156
34156,0.24549836
23582,0.20875156
32763,0.24549836
15548,0.20875156
3511,0.20875156
11410,0.20875156
28465,0.24549836
41949,0.43309024
41665,0.43309024
19980,0.20875156
18701,0.20875156
36697,0.24549836
15542,0.20875156
4573,0.49668834
31316,0.24549836
21337,0.20875156
19649,0.20875156
15402,0.20875156
39313,0.24549836
39597,0.24549836
3630,0.20875156
11905,0.20875156
16753,0.20875156
30564,0.24549836
5590,0.34972963
5948,0.20875156
23106,0.20875156
32064,0.24549836
44747,0.5488107
20136,0.20875156
26788,0.20875156
36972,0.24549836
2781,0.20875156
44295,0.32276765
25651,0.20875156
18473,0.20875156
34804,0.24549836
6760,0.20875156
15229,0.20875156
45012,0.5488107
12337,0.20875156
34996,0.24549836
40691,0.24549836
41348,0.32276765
36020,0.24549836
11744,0.20875156
43069,0.32276765
29066,0.24549836
13552,0.20875156
44607,0.32276765
18735,0.20875156
35259,0.24549836
41040,0.43309024
10370,0.20875156
25943,0.20875156
27681,0.24549836
41945,0.43309024
9595,0.20875156
28451,0.24549836
4275,0.20875156
6995,0.20875156
19895,0.20875156
44240,0.43309024
303,0.20875156
34445,0.24549836
12791,0.20875156
1888,0.20875156
782,0.20875156
18282,0.20875156
35764,0.24549836
1145,0.20875156
11645,0.20875156
7210,0.20875156
35375,0.24549836
23000,0.34972963
17388,0.20875156
38663,0.24549836
20360,0.20875156
5667,0.20875156
44255,0.43309024
26267,0.20875156
37976,0.47860748
28397,0.24549836
18436,0.20875156
10839,0.20875156
11596,0.20875156
20901,0.20875156
43845,0.43309024
42992,0.32276765
26026,0.34972963
42299,0.43309024
20971,0.20875156
875,0.20875156
11451,0.20875156
20437,0.20875156
38545,0.47860748
14337,0.20875156
17239,0.20875156
18375,0.20875156
15011,0.20875156
27692,0.24549836
1151,0.20875156
34422,0.24549836
43782,0.5488107
5333,0.20875156
33198,0.34972963
9950,0.20875156
34905,0.24549836
15134,0.20875156
39087,0.5488107
22874,0.20875156
11838,0.20875156
12387,0.20875156
7136,0.20875156
20290,0.20875156
19848,0.20875156
38387,0.24549836
14537,0.20875156
41607,0.43309024
11379,0.20875156
1079,0.20875156
26555,0.20875156
13533,0.34972963
7642,0.20875156
38242,0.24549836
36624,0.24549836
37615,0.24549836
14413,0.20875156
9741,0.20875156
30037,0.24549836
3381,0.20875156
4899,0.20875156
32594,0.24549836
4997,0.20875156
21526,0.20875156
43217,0.43309024
13211,0.20875156
27131,0.20875156
30870,0.24549836
16200,0.34972963
40957,0.43309024
9915,0.20875156
77,0.20875156
2033,0.20875156
13835,0.34972963
36920,0.24549836
31296,0.24549836
26472,0.20875156
32131,0.24549836
30620,0.24549836
5371,0.20875156
12476,0.20875156
21941,0.20875156
29523,0.49668834
41931,0.43309024
17701,0.20875156
20450,0.20875156
38333,0.24549836
31212,0.24549836
9731,0.20875156
3870,0.20875156
1231,0.20875156
4037,0.20875156
41574,0.32276765
17558,0.49668834
18008,0.20875156
38262,0.24549836
15127,0.20875156
14882,0.20875156
42005,0.43309024
8964,0.20875156
26855,0.20875156
24741,0.20875156
27293,0.20875156
24572,0.20875156
17692,0.20875156
5677,0.20875156
10775,0.20875156
2198,0.20875156
21968,0.20875156
9826,0.34972963
17847,0.20875156
20403,0.20875156
27571,0.24549836
17393,0.20875156
19358,0.20875156
12986,0.20875156
10162,0.20875156
821,0.20875156
19934,0.34972963
20811,0.20875156
34104,0.24549836
108,0.20875156
1937,0.20875156
6827,0.20875156
25890,0.20875156
15848,0.49668834
27874,0.24549836
10245,0.20875156
3114,0.20875156
2691,0.20875156
35695,0.24549836
4446,0.20875156
13562,0.20875156
9813,0.20875156
9721,0.20875156
29927,0.24549836
27193,0.20875156
1034,0.20875156
6746,0.20875156
20346,0.20875156
25354,0.20875156
24798,0.20875156
32519,0.24549836
35759,0.24549836
27600,0.24549836
7207,0.20875156
5068,0.20875156
22588,0.20875156
7728,0.20875156
28309,0.24549836
11641,0.20875156
17936,0.20875156
1254,0.20875156
24939,0.20875156
36100,0.24549836
40956,0.43309024
34047,0.49668834
42948,0.43309024
32439,0.24549836
27552,0.34972963
31323,0.24549836
9994,0.49668834
14858,0.20875156
20695,0.20875156
8125,0.20875156
2956,0.49668834
12651,0.49668834
31090,0.24549836
11719,0.20875156
43342,0.43309024
9805,0.34972963
3015,0.34972963
18266,0.20875156
31192,0.24549836
22036,0.20875156
24167,0.20875156
35329,0.24549836
15662,0.20875156
1381,0.20875156
8236,0.20875156
7968,0.20875156
37353,0.24549836
22106,0.20875156
39119,0.24549836
25650,0.20875156
17199,0.20875156
8096,0.20875156
12336,0.20875156
32525,0.24549836
39985,0.24549836
38015,0.24549836
16990,0.20875156
25274,0.20875156
15427,0.20875156
31660,0.24549836
7935,0.20875156
39227,0.24549836
19981,0.20875156
18445,0.20875156
28828,0.24549836
11790,0.20875156
4728,0.20875156
8043,0.20875156
2320,0.20875156
21908,0.20875156
7298,0.20875156
30642,0.24549836
7588,0.20875156
4315,0.20875156
3234,0.20875156
679,0.20875156
39250,0.24549836
24853,0.20875156
30999,0.24549836
29180,0.24549836
23410,0.20875156
40233,0.24549836
31770,0.24549836
10658,0.20875156
24383,0.20875156
39012,0.24549836
25783,0.20875156
25124,0.20875156
13386,0.20875156
11972,0.20875156
10267,0.20875156
26782,0.20875156
15168,0.20875156
43696,0.43309024
37221,0.24549836
7785,0.34972963
7789,0.20875156
41852,0.32276765
34028,0.24549836
10970,0.20875156
7451,0.20875156
22163,0.20875156
40919,0.32276765
14376,0.20875156
9502,0.20875156
36182,0.24549836
13761,0.20875156
15186,0.20875156
33900,0.24549836
22230,0.20875156
36042,0.24549836
7020,0.34972963
13869,0.20875156
25614,0.20875156
40090,0.24549836
31860,0.24549836
11114,0.20875156
14268,0.20875156
44308,0.43309024
18856,0.20875156
39109,0.24549836
20608,0.20875156
18151,0.20875156
28853,0.24549836
43141,0.43309024
18971,0.20875156
22742,0.20875156
37173,0.41364262
11582,0.20875156
9297,0.20875156
18189,0.49668834
23373,0.20875156
14176,0.34972963
44880,0.43309024
31682,0.34972963
24872,0.20875156
39240,0.24549836
4714,0.20875156
4061,0.20875156
35169,0.24549836
2190,0.20875156
25733,0.49668834
8653,0.20875156
38385,0.24549836
10352,0.20875156
41594,0.43309024
31026,0.24549836
19805,0.20875156
22790,0.20875156
27179,0.20875156
15404,0.20875156
32416,0.24549836
11824,0.20875156
35618,0.24549836
36905,0.24549836
34215,0.24549836
13926,0.34972963
17204,0.20875156
33932,0.24549836
43867,0.32276765
16528,0.20875156
36937,0.24549836
1136,0.20875156
21853,0.20875156
23442,0.20875156
24382,0.34972963
31345,0.24549836
18257,0.20875156
11526,0.20875156
2395,0.20875156
4653,0.20875156
43237,0.32276765
4066,0.20875156
43172,0.32276765
29915,0.24549836
44515,0.32276765
12384,0.20875156
41227,0.43309024
26570,0.20875156
5377,0.20875156
42244,0.32276765
8390,0.20875156
44388,0.43309024
6466,0.20875156
33652,0.24549836
21339,0.20875156
7909,0.20875156
658,0.20875156
41674,0.32276765
18305,0.20875156
13194,0.20875156
27523,0.24549836
36274,0.24549836
44966,0.32276765
28429,0.24549836
2925,0.20875156
8832,0.20875156
32627,0.24549836
1052,0.20875156
29955,0.24549836
1653,0.20875156
3794,0.20875156
15989,0.20875156
28831,0.24549836
38284,0.24549836
18409,0.20875156
4662,0.20875156
19259,0.20875156
36306,0.24549836
11871,0.20875156
21058,0.20875156
45179,0.43309024
8860,0.20875156
3356,0.20875156
27970,0.24549836
9889,0.20875156
16947,0.20875156
25598,0.20875156
36362,0.34972963
1813,0.20875156
2325,0.20875156
35239,0.24549836
5475,0.20875156
43970,0.43309024
21756,0.20875156
1269,0.20875156
31998,0.24549836
12229,0.20875156
13361,0.20875156
5582,0.20875156
24518,0.20875156
20217,0.20875156
24316,0.20875156
42940,0.43309024
32298,0.24549836
20864,0.20875156
17339,0.20875156
32385,0.24549836
7891,0.34972963
6006,0.34972963
36120,0.24549836
9619,0.20875156
27556,0.34972963
13276,0.20875156
26327,0.20875156
18287,0.20875156
2319,0.20875156
39436,0.24549836
11573,0.20875156
27639,0.24549836
33238,0.24549836
42171,0.43309024
44670,0.43309024
11359,0.20875156
19809,0.20875156
43176,0.43309024
39058,0.24549836
3009,0.20875156
35318,0.24549836
41252,0.43309024
29893,0.24549836
9459,0.20875156
23838,0.20875156
28175,0.24549836
44121,0.43309024
45187,0.43309024
44999,0.43309024
7055,0.20875156
30530,0.24549836
35978,0.24549836
25384,0.20875156
7965,0.20875156
27386,0.20875156
25306,0.20875156
6493,0.20875156
10535,0.20875156
8314,0.20875156
26309,0.20875156
30877,0.24549836
42396,0.43309024
28503,0.24549836
7075,0.20875156
2019,0.20875156
39242,0.24549836
42129,0.32276765
10808,0.20875156
5522,0.20875156
41229,0.5488107
13433,0.20875156
251,0.20875156
44582,0.32276765
26037,0.20875156
21447,0.34972963
17709,0.20875156
17235,0.20875156
10696,0.20875156
17080,0.20875156
35967,0.24549836
14891,0.20875156
10113,0.20875156
15917,0.20875156
40303,0.24549836
13745,0.20875156
12755,0.20875156
24978,0.20875156
41544,0.32276765
3555,0.20875156
24582,0.34972963
40355,0.24549836
11253,0.34972963
7353,0.20875156
21170,0.20875156
31098,0.24549836
40086,0.24549836
16792,0.20875156
25761,0.20875156
30898,0.24549836
16138,0.20875156
44678,0.43309024
35370,0.24549836
43586,0.43309024
10073,0.20875156
37971,0.24549836
23769,0.20875156
35974,0.24549836
2896,0.20875156
5704,0.20875156
14491,0.20875156
37834,0.24549836
9100,0.20875156
6181,0.20875156
22443,0.20875156
4351,0.20875156
44972,0.43309024
30328,0.24549836
28847,0.24549836
36476,0.5488107
35022,0.24549836
5235,0.20875156
37463,0.24549836
25936,0.20875156
22080,0.20875156
43415,0.32276765
17390,0.20875156
7730,0.20875156
4058,0.20875156
8695,0.20875156
34736,0.24549836
1491,0.20875156
34403,0.24549836
7181,0.34972963
31939,0.24549836
35243,0.24549836
29884,0.24549836
33498,0.24549836
35248,0.24549836
38416,0.24549836
11204,0.20875156
43270,0.32276765
19285,0.20875156
1696,0.20875156
35184,0.24549836
9997,0.20875156
21220,0.20875156
43838,0.32276765
21847,0.20875156
37261,0.5488107
33345,0.34972963
42083,0.43309024
33290,0.24549836
1841,0.20875156
37309,0.24549836
21507,0.20875156
16439,0.20875156
3478,0.20875156
1317,0.34972963
43272,0.32276765
35889,0.24549836
43554,0.32276765
26479,0.20875156
28354,0.34972963
34487,0.24549836
29763,0.24549836
39188,0.24549836
16186,0.20875156
43821,0.43309024
28297,0.24549836
41196,0.32276765
2824,0.20875156
42191,0.43309024
36892,0.24549836
4694,0.20875156
37058,0.24549836
32368,0.24549836
24670,0.20875156
22775,0.20875156
41638,0.43309024
13555,0.20875156
12282,0.20875156
18157,0.20875156
18026,0.20875156
31979,0.24549836
36014,0.24549836
12586,0.20875156
40904,0.43309024
14094,0.20875156
33532,0.24549836
16063,0.20875156
24916,0.20875156
7001,0.34972963
4569,0.34972963
21232,0.20875156
12361,0.20875156
38050,0.24549836
27318,0.20875156
36613,0.24549836
7342,0.34972963
30339,0.24549836
20512,0.20875156
41,0.20875156
43856,0.32276765
8592,0.20875156
1370,0.20875156
2420,0.20875156
20803,0.20875156
22355,0.20875156
26395,0.20875156
8834,0.20875156
284,0.20875156
8889,0.20875156
5343,0.49668834
10317,0.20875156
21770,0.20875156
33032,0.24549836
11165,0.20875156
14405,0.20875156
12396,0.20875156
29599,0.24549836
15645,0.20875156
9596,0.20875156
10840,0.20875156
962,0.20875156
18276,0.20875156
16831,0.20875156
31918,0.24549836
39925,0.24549836
230,0.20875156
9006,0.20875156
21103,0.20875156
34296,0.24549836
24731,0.20875156
8139,0.20875156
31680,0.24549836
2200,0.20875156
19856,0.20875156
26091,0.20875156
38356,0.24549836
41333,0.43309024
2388,0.49668834
14060,0.20875156
32866,0.34972963
36847,0.24549836
15981,0.49668834
5604,0.20875156
18387,0.20875156
26692,0.20875156
44913,0.5488107
3757,0.20875156
35656,0.24549836
6152,0.20875156
28912,0.24549836
11999,0.20875156
45111,0.43309024
23543,0.20875156
36331,0.24549836
21081,0.20875156
2278,0.20875156
7632,0.20875156
2213,0.20875156
19360,0.20875156
22229,0.20875156
12206,0.20875156
43843,0.43309024
17643,0.49668834
891,0.20875156
41330,0.32276765
13567,0.20875156
3153,0.20875156
24049,0.20875156
20427,0.20875156
41778,0.43309024
23941,0.20875156
12436,0.20875156
45018,0.43309024
21310,0.20875156
12638,0.20875156
4188,0.20875156
24323,0.20875156
24599,0.20875156
42533,0.43309024
2251,0.20875156
44621,0.5488107
43202,0.5488107
16440,0.20875156
13136,0.20875156
37169,0.24549836
39138,0.5488107
2938,0.20875156
43144,0.32276765
31408,0.24549836
8316,0.20875156
8803,0.20875156
1738,0.20875156
44271,0.32276765
40212,0.24549836
23807,0.20875156
25585,0.20875156
12408,0.20875156
44203,0.32276765
9495,0.49668834
32987,0.49668834
38737,0.24549836
9244,0.20875156
12037,0.20875156
5923,0.20875156
13984,0.49668834
18709,0.20875156
9385,0.20875156
7164,0.20875156
17720,0.20875156
44853,0.43309024
27290,0.34972963
16038,0.20875156
2104,0.20875156
26489,0.20875156
2094,0.20875156
39407,0.24549836
16678,0.20875156
9697,0.20875156
20787,0.20875156
35221,0.24549836
34338,0.24549836
39186,0.24549836
14794,0.34972963
33420,0.24549836
40136,0.24549836
3036,0.20875156
32185,0.24549836
35886,0.24549836
13469,0.20875156
24310,0.20875156
43403,0.5488107
5692,0.20875156
22350,0.20875156
15630,0.20875156
36069,0.24549836
28568,0.24549836
149,0.20875156
16482,0.20875156
27650,0.24549836
17049,0.20875156
4225,0.20875156
35003,0.24549836
41822,0.43309024
6549,0.20875156
31368,0.24549836
30937,0.24549836
27340,0.49668834
30912,0.24549836
22227,0.20875156
43704,0.43309024
254,0.20875156
43799,0.43309024
43123,0.43309024
28845,0.24549836
18224,0.20875156
19022,0.20875156
25891,0.20875156
39302,0.24549836
41355,0.43309024
2214,0.20875156
38243,0.24549836
29199,0.24549836
13973,0.34972963
31927,0.24549836
21313,0.20875156
2613,0.20875156
1780,0.20875156
25782,0.34972963
2353,0.20875156
7124,0.34972963
29399,0.24549836
33036,0.49668834
31517,0.34972963
14,0.20875156
19152,0.20875156
31154,0.24549836
21714,0.34972963
6500,0.20875156
41262,0.32276765
38561,0.48314685
15602,0.20875156
30946,0.24549836
2091,0.20875156
10548,0.20875156
20088,0.20875156
13384,0.20875156
44659,0.32276765
16550,0.20875156
12065,0.20875156
10766,0.20875156
377,0.20875156
42592,0.32276765
27133,0.20875156
33207,0.24549836
33374,0.24549836
21593,0.20875156
29256,0.24549836
632,0.20875156
11099,0.20875156
26937,0.20875156
19899,0.20875156
38202,0.24549836
20875,0.20875156
30448,0.34972963
9405,0.20875156
12246,0.34972963
34125,0.24549836
21184,0.20875156
30819,0.24549836
43253,0.43309024
25168,0.49668834
14177,0.20875156
30466,0.24549836
27011,0.20875156
44481,0.43309024
6627,0.49668834
34225,0.24549836
30765,0.34972963
