id2,predict
1029,0.6611148
10290,0.37471893
10291,0.5103004
10292,0.3152326
10294,0.3152326
10295,0.5103004
10296,0.6236833
10297,0.3152326
10298,0.5103004
10299,0.3152326
103,0.6611148
1030,0.6611148
10300,0.5103004
10301,0.5103004
10302,0.3152326
10303,0.3152326
10305,0.3152326
10306,0.3152326
10307,0.3152326
10308,0.37471893
10309,0.5103004
1031,0.6611148
10310,0.6236833
10311,0.3152326
10312,0.3152326
10313,0.3152326
10314,0.6611148
10315,0.37471893
10316,0.3152326
10317,0.6611148
10318,0.5103004
10319,0.37471893
1032,0.6611148
10320,0.3152326
10321,0.3152326
10322,0.5103004
10323,0.3152326
10324,0.3152326
10325,0.3152326
10326,0.5103004
10327,0.5103004
10328,0.3152326
10329,0.3152326
1033,0.6611148
10330,0.3152326
10331,0.3152326
10332,0.5103004
10333,0.5103004
10334,0.3152326
10335,0.6611148
10336,0.5103004
10337,0.6236833
10338,0.3152326
10339,0.37471893
1034,0.6611148
10340,0.37471893
10341,0.6611148
10342,0.37471893
10343,0.6611148
10345,0.6236833
10346,0.5103004
10347,0.65208304
10348,0.3499468
10349,0.3499468
1035,0.6611148
10350,0.37471893
10352,0.5103004
10353,0.3152326
10354,0.3152326
10357,0.3152326
10358,0.3499468
10359,0.3152326
1036,0.6611148
10360,0.3152326
10361,0.3152326
10362,0.3152326
10363,0.3152326
10364,0.6236833
10365,0.5103004
10367,0.3499468
10368,0.3152326
10369,0.3152326
1037,0.6611148
10370,0.3499468
10371,0.3499468
10372,0.3152326
10373,0.37471893
10374,0.3152326
10375,0.3499468
10376,0.3152326
10377,0.3499468
10378,0.3152326
10379,0.3152326
1038,0.6611148
10381,0.6236833
10382,0.3152326
10383,0.3152326
10384,0.6611148
10385,0.3152326
10386,0.3152326
10387,0.3499468
10388,0.3152326
10389,0.3152326
1039,0.6611148
10390,0.3152326
10391,0.5103004
10392,0.3152326
10393,0.3152326
10394,0.3499468
10395,0.5103004
10396,0.3499468
10397,0.6747553
10398,0.54095906
10399,0.3152326
104,0.6611148
1040,0.6236833
10400,0.3152326
10401,0.6611148
10402,0.68810236
10403,0.3152326
10404,0.3152326
10405,0.5103004
10406,0.3152326
10407,0.3152326
10408,0.5103004
10409,0.5103004
1041,0.6611148
10410,0.3152326
10411,0.3499468
10412,0.3152326
10413,0.5103004
10414,0.5103004
10416,0.5103004
10417,0.5103004
10418,0.3152326
10419,0.3152326
1042,0.6611148
10420,0.6236833
10421,0.5103004
10422,0.3152326
10423,0.37471893
10424,0.37471893
10425,0.3152326
10426,0.3152326
10427,0.5103004
10428,0.5103004
10431,0.3152326
10432,0.3152326
10433,0.3499468
10435,0.6236833
10436,0.37471893
10437,0.6236833
10438,0.68810236
1044,0.6611148
10440,0.3152326
10441,0.6611148
10442,0.6528423
10443,0.37471893
10444,0.5103004
10445,0.3152326
10446,0.3152326
10447,0.3152326
10448,0.5103004
10449,0.5103004
1045,0.6611148
10450,0.3152326
10451,0.3152326
10452,0.3152326
10453,0.40395117
10454,0.37471893
10456,0.3499468
10457,0.6236833
10458,0.6611148
10459,0.3152326
1046,0.6236833
10460,0.5103004
10461,0.3152326
10462,0.3499468
10463,0.37471893
10465,0.6611148
10466,0.37471893
10467,0.3152326
10469,0.5103004
1047,0.6236833
10470,0.3152326
10471,0.37471893
10472,0.3499468
10474,0.3499468
10475,0.5103004
10476,0.3152326
10477,0.5103004
10478,0.3152326
10479,0.3152326
1048,0.6611148
10480,0.3152326
10482,0.3152326
10483,0.3152326
10484,0.3152326
10485,0.37471893
10486,0.5103004
10487,0.3499468
10488,0.3152326
10489,0.3152326
1049,0.6611148
10490,0.37471893
10491,0.68810236
10492,0.3152326
10493,0.3499468
10494,0.3152326
10495,0.34236518
10496,0.3152326
10497,0.3152326
10498,0.3499468
105,0.6611148
1050,0.6236833
10500,0.5103004
10501,0.3152326
10502,0.5103004
10504,0.37471893
10505,0.6236833
10506,0.3152326
10507,0.54095906
10508,0.5103004
1051,0.6236833
10510,0.6611148
10511,0.37471893
10512,0.3152326
10513,0.3152326
10514,0.6236833
10515,0.3152326
10516,0.5103004
10517,0.5103004
10518,0.3152326
10519,0.3152326
1052,0.6611148
10520,0.3499468
10521,0.5103004
10522,0.3152326
10523,0.3152326
10524,0.6236833
10525,0.5103004
10526,0.3152326
10527,0.6236833
10528,0.3499468
10529,0.3152326
1053,0.6611148
10530,0.3152326
10531,0.3152326
10532,0.3152326
10533,0.3152326
10535,0.5103004
10536,0.5103004
10537,0.40395117
10539,0.5103004
1054,0.6611148
10540,0.3152326
10541,0.6611148
10542,0.3152326
10543,0.3152326
10545,0.3152326
10546,0.5103004
10547,0.3152326
10548,0.5103004
10549,0.5103004
1055,0.6611148
10550,0.5103004
10551,0.3152326
10552,0.3152326
10553,0.5103004
10554,0.3152326
10555,0.34236518
10556,0.5103004
10557,0.6611148
10558,0.3152326
10559,0.5103004
1056,0.6611148
10560,0.5103004
10561,0.3152326
10562,0.5103004
10564,0.56228715
10565,0.5103004
10566,0.3152326
10567,0.3499468
10568,0.3152326
10569,0.5103004
1057,0.6611148
10571,0.3152326
10572,0.3152326
10573,0.3152326
10574,0.37471893
10575,0.3152326
10576,0.3152326
10578,0.3152326
10579,0.3499468
1058,0.6236833
10580,0.3499468
10581,0.6236833
10582,0.5103004
10583,0.6236833
10584,0.5103004
10585,0.5103004
10586,0.5103004
10587,0.37471893
10588,0.3152326
10589,0.37471893
1059,0.5103004
10590,0.3152326
10592,0.3499468
10593,0.3152326
10594,0.3152326
10595,0.5103004
10597,0.3499468
10598,0.3152326
10599,0.3152326
106,0.6611148
1060,0.6611148
10602,0.3152326
10603,0.37471893
10604,0.3152326
10605,0.6236833
10606,0.3152326
10607,0.3152326
10608,0.3152326
10609,0.3152326
1061,0.6236833
10610,0.3152326
10612,0.3152326
10613,0.3152326
10615,0.5103004
10616,0.5103004
10617,0.5103004
10618,0.6611148
10619,0.6611148
1062,0.54095906
10620,0.3152326
10621,0.3152326
10622,0.3499468
10623,0.6236833
10624,0.37471893
10625,0.3152326
10626,0.3152326
10628,0.3152326
10629,0.6611148
1063,0.6611148
10630,0.3152326
10633,0.3152326
10634,0.3152326
10636,0.3152326
10637,0.5666612
10638,0.3152326
1064,0.6611148
10640,0.5103004
10641,0.6236833
10642,0.5103004
10643,0.5103004
10644,0.5103004
10645,0.5103004
10646,0.5103004
10647,0.6611148
10648,0.6611148
10649,0.3152326
1065,0.68810236
10650,0.37471893
10651,0.6236833
10652,0.65208304
10653,0.3152326
10654,0.5103004
10655,0.3152326
10656,0.3152326
10657,0.6611148
10658,0.6611148
10659,0.5103004
1066,0.6611148
10662,0.3152326
10663,0.3152326
10664,0.5103004
10665,0.5103004
10666,0.3152326
10667,0.3499468
10668,0.34236518
10669,0.3152326
1067,0.6611148
10670,0.3152326
10671,0.37471893
10672,0.5103004
10673,0.5103004
10674,0.3152326
10675,0.3152326
10676,0.3152326
10677,0.6611148
10679,0.5103004
1068,0.6236833
10680,0.37471893
10681,0.5103004
10682,0.6236833
10683,0.5103004
10685,0.3152326
10687,0.3152326
10688,0.3152326
10689,0.3152326
10690,0.5103004
10691,0.3152326
10692,0.3499468
10694,0.5103004
10695,0.3499468
10696,0.6611148
10697,0.37471893
10698,0.3152326
10699,0.5103004
107,0.6611148
1070,0.6611148
10700,0.3152326
10701,0.37471893
10702,0.3152326
10703,0.5103004
10705,0.3152326
10706,0.5103004
10707,0.3152326
10709,0.37471893
1071,0.6611148
10710,0.3152326
10711,0.3152326
10712,0.5103004
10714,0.3152326
10716,0.3152326
10717,0.3152326
10719,0.3152326
1072,0.6611148
10720,0.3152326
10721,0.6528423
10722,0.3152326
10723,0.5103004
10724,0.6236833
10725,0.3152326
10726,0.3152326
10727,0.3152326
10729,0.3152326
1073,0.6236833
10730,0.65208304
10731,0.3152326
10732,0.5103004
10733,0.3152326
10734,0.5103004
10735,0.34236518
10736,0.3499468
10737,0.3499468
10738,0.3152326
10739,0.3152326
1074,0.5103004
10740,0.5103004
10741,0.3152326
10742,0.34236518
10743,0.3499468
10745,0.3499468
10746,0.3152326
10747,0.37471893
10748,0.5103004
10749,0.3152326
10750,0.5103004
10752,0.6611148
10753,0.3499468
10754,0.3152326
10755,0.37471893
10756,0.5103004
10757,0.3152326
10758,0.5103004
10759,0.6236833
1076,0.5103004
10761,0.3152326
10762,0.3152326
10763,0.3152326
10765,0.3152326
10766,0.3152326
10767,0.3152326
10768,0.3152326
1077,0.6611148
10770,0.5103004
10771,0.3152326
10772,0.3152326
10773,0.6236833
10774,0.3152326
10775,0.3152326
10776,0.5103004
10778,0.37471893
10779,0.3499468
10780,0.5103004
10781,0.5103004
10782,0.3152326
10783,0.3152326
10785,0.6236833
10786,0.3152326
10787,0.3152326
10788,0.6611148
10789,0.3152326
1079,0.6611148
10790,0.3499468
10791,0.3152326
10792,0.5103004
10793,0.3152326
10794,0.6611148
10795,0.3152326
10796,0.3152326
10799,0.5103004
1080,0.6611148
10801,0.3152326
10802,0.6611148
10804,0.3152326
10806,0.37471893
10807,0.5103004
10808,0.5103004
10809,0.3152326
1081,0.6611148
10811,0.6236833
10812,0.3499468
10813,0.3499468
10814,0.3499468
10815,0.3152326
10817,0.34236518
10818,0.3152326
10819,0.34236518
1082,0.6611148
10820,0.3152326
10821,0.3152326
10822,0.6611148
10823,0.3152326
10824,0.6236833
10825,0.5103004
10826,0.34236518
10827,0.5103004
10828,0.6236833
10829,0.6611148
1083,0.6611148
10832,0.3152326
10833,0.6236833
10834,0.3152326
10835,0.3152326
10836,0.3152326
10837,0.3152326
10838,0.37471893
10839,0.6236833
1084,0.6236833
10840,0.3499468
10841,0.37471893
10844,0.5103004
10845,0.3499468
10846,0.3152326
10848,0.3152326
10849,0.3152326
1085,0.6611148
10850,0.5103004
10851,0.5103004
10852,0.3152326
10853,0.6611148
10854,0.3152326
10855,0.3152326
10856,0.3152326
10857,0.3152326
10858,0.3152326
10859,0.3152326
1086,0.6611148
10860,0.37471893
10861,0.3152326
10862,0.37471893
10863,0.3152326
10864,0.37471893
10865,0.3152326
10866,0.3499468
10867,0.34236518
10868,0.6236833
10869,0.37471893
1087,0.3152326
10870,0.37471893
10871,0.3152326
10872,0.3499468
10873,0.3152326
10874,0.3499468
10875,0.5103004
10876,0.6611148
10877,0.5103004
10878,0.5103004
10879,0.3152326
1088,0.3152326
10880,0.34236518
10881,0.3152326
10882,0.5103004
10883,0.54095906
10884,0.3152326
10885,0.3152326
10886,0.54095906
10887,0.3499468
10888,0.5103004
1089,0.6611148
10890,0.6236833
10892,0.5103004
10893,0.3152326
10894,0.3152326
10895,0.3152326
10896,0.5103004
10897,0.3499468
10898,0.3152326
10899,0.3152326
109,0.6611148
1090,0.6611148
10900,0.6236833
10901,0.34236518
10902,0.3499468
10903,0.3499468
10904,0.6611148
10905,0.3499468
10906,0.5103004
10907,0.3152326
10908,0.5103004
10909,0.3152326
10910,0.34236518
10911,0.6473949
10912,0.37471893
10913,0.6611148
10914,0.53183055
10915,0.3152326
10916,0.37471893
10917,0.3499468
10918,0.6747553
10919,0.37471893
10920,0.3152326
10921,0.6611148
10922,0.6236833
10923,0.37471893
10924,0.3152326
10926,0.5103004
10927,0.3152326
10928,0.3152326
10929,0.37471893
10931,0.3499468
10932,0.3152326
10933,0.65208304
10934,0.3152326
10935,0.3152326
10936,0.5103004
10937,0.6236833
10938,0.34236518
10939,0.3499468
1094,0.6611148
10940,0.37471893
10941,0.3152326
10942,0.5103004
10943,0.3499468
10944,0.3499468
10945,0.6611148
10946,0.3152326
10949,0.3152326
1095,0.6611148
10950,0.3152326
10952,0.5103004
10953,0.37471893
10954,0.3152326
10955,0.3152326
10956,0.3152326
10957,0.3152326
10959,0.3152326
1096,0.6611148
10960,0.3152326
10961,0.3152326
10962,0.37471893
10963,0.6611148
10964,0.3152326
10965,0.3152326
10966,0.3152326
10967,0.3152326
10968,0.40395117
1097,0.6611148
10970,0.3499468
10971,0.3152326
10972,0.3152326
10973,0.5103004
10974,0.5103004
10975,0.3152326
10976,0.3152326
10977,0.5103004
10978,0.3499468
10979,0.3152326
1098,0.6236833
10980,0.6236833
10981,0.5103004
10982,0.3499468
10983,0.6611148
10984,0.3152326
10985,0.3152326
10986,0.5103004
10987,0.3152326
10988,0.65208304
1099,0.6611148
10990,0.5103004
10991,0.6611148
10992,0.5103004
10994,0.5103004
10995,0.3152326
10997,0.3152326
10998,0.37471893
10999,0.3152326
11,0.6611148
110,0.6236833
1100,0.6611148
11000,0.3152326
11001,0.6611148
11002,0.3152326
11003,0.6611148
11004,0.3499468
11005,0.6611148
11007,0.3152326
11009,0.3152326
1101,0.6611148
11010,0.37471893
11011,0.37471893
11012,0.5103004
11014,0.3152326
11015,0.3152326
11016,0.37471893
11018,0.3152326
11019,0.37471893
1102,0.6611148
11020,0.3499468
11021,0.3499468
11022,0.37471893
11024,0.3152326
11026,0.5103004
11027,0.3152326
11028,0.3499468
11029,0.5103004
1103,0.6611148
11030,0.6236833
11031,0.3499468
11032,0.3152326
11033,0.37471893
11035,0.3499468
11036,0.3152326
11037,0.5103004
11039,0.3152326
1104,0.6611148
11040,0.3152326
11042,0.3152326
11043,0.3152326
11045,0.37471893
11046,0.3152326
11047,0.3152326
11048,0.3152326
11049,0.3499468
1105,0.6611148
11050,0.37471893
11051,0.3152326
11052,0.3152326
11053,0.37471893
11054,0.5965807
11055,0.6611148
11056,0.5103004
11057,0.3152326
1106,0.6611148
11060,0.3152326
11061,0.3152326
11062,0.5103004
11063,0.3152326
11064,0.6236833
11065,0.3499468
11066,0.5103004
11067,0.6611148
11068,0.3152326
11069,0.56228715
1107,0.6611148
11070,0.3499468
11071,0.3499468
11073,0.54095906
11074,0.3152326
11075,0.5103004
11076,0.3152326
11077,0.3152326
11078,0.5103004
11080,0.34236518
11081,0.5103004
11082,0.3499468
11083,0.5103004
11084,0.3499468
11085,0.5103004
11086,0.3152326
11087,0.3152326
11088,0.7203396
11089,0.5103004
1109,0.6611148
11090,0.6236833
11091,0.3152326
11093,0.37471893
11094,0.3152326
11095,0.3499468
11097,0.3152326
11098,0.3152326
11099,0.5103004
111,0.6611148
1110,0.6611148
11100,0.5103004
11101,0.37471893
11102,0.37471893
11103,0.3152326
11104,0.54095906
11106,0.3499468
11108,0.3152326
11109,0.5103004
1111,0.6611148
11110,0.3152326
11111,0.6236833
11112,0.6236833
11113,0.37471893
11114,0.37471893
11115,0.5103004
11116,0.3152326
11117,0.3152326
11118,0.37471893
11119,0.3152326
1112,0.68810236
11120,0.3499468
11122,0.3152326
11123,0.3499468
11125,0.34236518
11126,0.3152326
11127,0.3152326
11128,0.3152326
11129,0.5103004
1113,0.6611148
11130,0.37471893
11131,0.6236833
11132,0.37471893
11133,0.3152326
11134,0.3152326
11135,0.37471893
11138,0.6611148
11139,0.6611148
1114,0.5103004
11140,0.3152326
11141,0.5103004
11142,0.6236833
11143,0.3152326
11145,0.5103004
11146,0.3152326
11148,0.3152326
11149,0.5103004
1115,0.6611148
11150,0.5103004
11151,0.3499468
11152,0.6611148
11153,0.5103004
11154,0.3152326
11155,0.3152326
11156,0.5103004
11157,0.5103004
11158,0.3152326
11159,0.3152326
1116,0.6611148
1117,0.3152326
1118,0.6611148
112,0.6611148
1122,0.6236833
1123,0.6611148
1124,0.6236833
1125,0.5103004
1126,0.37471893
1127,0.6611148
1128,0.6611148
1129,0.6236833
113,0.6611148
1130,0.6611148
1131,0.5103004
1132,0.5103004
1133,0.6611148
1134,0.6611148
1135,0.6611148
1137,0.6236833
1138,0.54095906
1139,0.5103004
114,0.3499468
1140,0.5103004
1141,0.37471893
1142,0.5103004
1144,0.6611148
1145,0.5103004
1146,0.34236518
1147,0.3152326
1148,0.6611148
1149,0.5103004
115,0.6611148
1150,0.5103004
1151,0.7203396
1152,0.6611148
1153,0.6611148
1155,0.6236833
1156,0.37471893
1157,0.5103004
1158,0.6611148
1159,0.6611148
116,0.6611148
1160,0.37471893
1161,0.3152326
1162,0.3152326
1163,0.6611148
1164,0.65208304
1165,0.6611148
1166,0.3152326
1167,0.6611148
1168,0.3152326
1169,0.6236833
117,0.6236833
1170,0.6611148
1171,0.5103004
1172,0.6611148
1173,0.6611148
1174,0.6611148
1175,0.6611148
1176,0.3152326
1177,0.6611148
1178,0.6611148
1179,0.6611148
118,0.6611148
1180,0.3152326
1181,0.6611148
1182,0.6611148
1183,0.6611148
1184,0.6611148
1185,0.68810236
1186,0.6236833
1187,0.6611148
1189,0.3152326
119,0.6611148
1191,0.6611148
1192,0.6611148
1193,0.6611148
1194,0.3152326
1195,0.5103004
1197,0.6611148
1198,0.6528423
12,0.6611148
120,0.6611148
1200,0.3152326
1201,0.37471893
1202,0.37471893
1203,0.6611148
1204,0.3152326
1205,0.6611148
1206,0.5103004
1207,0.6236833
121,0.6611148
1210,0.6611148
1211,0.6611148
1212,0.6611148
1213,0.6528423
1214,0.6236833
1215,0.37471893
1216,0.3152326
1217,0.5103004
1218,0.6611148
1219,0.6611148
122,0.6611148
1221,0.5103004
1222,0.3152326
1223,0.3152326
1224,0.6236833
1225,0.6236833
1226,0.6528423
1227,0.3152326
1228,0.6236833
1229,0.5103004
123,0.6611148
1230,0.3152326
1231,0.3152326
1232,0.5103004
1233,0.5103004
1234,0.3152326
1235,0.5103004
1236,0.37471893
1238,0.3152326
1239,0.3152326
1240,0.3152326
1241,0.3152326
1242,0.3152326
1243,0.3152326
1244,0.6236833
1245,0.6611148
1247,0.3152326
1248,0.34236518
125,0.6611148
1250,0.37471893
1251,0.3152326
1252,0.3152326
1253,0.5103004
1254,0.3152326
1255,0.5103004
1256,0.3152326
1257,0.3152326
1258,0.3152326
1259,0.5103004
126,0.6611148
1260,0.5103004
1261,0.3152326
1262,0.37471893
1263,0.5103004
1264,0.3152326
1265,0.37471893
1266,0.6236833
1267,0.6236833
1268,0.3152326
1269,0.37471893
127,0.6611148
1270,0.5103004
1271,0.37471893
1272,0.3152326
1273,0.3152326
1274,0.5103004
1275,0.6236833
1276,0.5103004
1277,0.5103004
1278,0.6611148
1279,0.5103004
128,0.6611148
1280,0.3152326
1281,0.5103004
1283,0.5103004
1284,0.3152326
1285,0.7203396
1287,0.5103004
1288,0.5103004
1289,0.37471893
129,0.6611148
1290,0.5103004
1291,0.3152326
1292,0.3152326
1293,0.3152326
1294,0.3152326
1295,0.3152326
1296,0.54095906
1297,0.6611148
1298,0.5103004
13,0.6611148
130,0.6236833
1300,0.5103004
1301,0.5666612
1302,0.50112456
1303,0.5103004
1304,0.50112456
1305,0.6611148
1306,0.50112456
1307,0.6236833
1308,0.5103004
131,0.6611148
1310,0.5103004
1311,0.50112456
1312,0.5666612
1313,0.5666612
1315,0.50112456
1316,0.5103004
1318,0.5103004
1319,0.50112456
132,0.6611148
1320,0.5666612
1321,0.50112456
1322,0.50112456
1323,0.5666612
1324,0.5666612
1325,0.5103004
1326,0.5103004
1327,0.5103004
1328,0.6473949
1329,0.50112456
133,0.6611148
1330,0.50112456
1331,0.5103004
1332,0.5103004
1333,0.50112456
1334,0.50112456
1335,0.50112456
1336,0.5103004
1337,0.50112456
1338,0.50112456
1339,0.50112456
134,0.3499468
1340,0.5103004
1341,0.50112456
1342,0.50112456
1343,0.5103004
1344,0.5666612
1345,0.50112456
1346,0.50112456
1348,0.50112456
1349,0.50112456
135,0.6611148
1350,0.6611148
1351,0.6611148
1352,0.5103004
1353,0.5103004
1354,0.5103004
1355,0.5103004
1356,0.5666612
1357,0.5666612
1358,0.5103004
1359,0.5103004
136,0.6611148
1360,0.5103004
1361,0.5103004
1362,0.5666612
1363,0.5103004
1364,0.5666612
1365,0.5666612
1366,0.5103004
1367,0.5103004
1368,0.50112456
1369,0.50112456
137,0.6611148
1370,0.50112456
1371,0.5666612
1372,0.5103004
1373,0.50112456
1374,0.50112456
1375,0.5103004
1376,0.5103004
1377,0.50112456
1378,0.6236833
1379,0.50112456
1380,0.6236833
1381,0.5103004
1382,0.5103004
1383,0.54095906
1384,0.5103004
1385,0.5103004
1386,0.5666612
1387,0.6611148
1388,0.5666612
1389,0.5103004
139,0.6611148
1390,0.50112456
1391,0.5103004
1392,0.6611148
1393,0.6611148
1394,0.37471893
1395,0.5103004
1396,0.6611148
1397,0.5103004
1398,0.5103004
1399,0.6611148
14,0.6611148
140,0.6611148
1400,0.5103004
1402,0.6611148
1403,0.3152326
1404,0.6611148
1405,0.5103004
1406,0.6611148
1408,0.6236833
1409,0.3152326
141,0.6611148
1410,0.37471893
1411,0.6611148
1412,0.70947313
1413,0.6611148
1414,0.6236833
1415,0.3152326
1416,0.6611148
1417,0.5103004
1418,0.3152326
1419,0.5103004
142,0.6236833
1420,0.68810236
1421,0.6611148
1422,0.6611148
1423,0.6611148
1424,0.3152326
1425,0.5103004
1426,0.5103004
1427,0.5103004
1428,0.5103004
1429,0.68810236
143,0.6611148
1430,0.3152326
1431,0.3152326
1432,0.3152326
1433,0.34236518
1434,0.5103004
1435,0.6611148
1436,0.6236833
1437,0.6611148
1438,0.3152326
1439,0.5103004
144,0.6611148
1440,0.6611148
1441,0.6236833
1442,0.6236833
1443,0.5103004
1444,0.37471893
1445,0.5103004
1446,0.5103004
1447,0.3152326
1448,0.5103004
1449,0.68810236
145,0.6611148
1450,0.5103004
1451,0.6611148
1452,0.6611148
1454,0.5103004
1455,0.5103004
1456,0.6611148
1457,0.6611148
1458,0.6611148
1459,0.68810236
146,0.6611148
1460,0.5103004
1462,0.3152326
1463,0.5103004
1464,0.3152326
1465,0.6611148
1466,0.6611148
1468,0.6236833
1469,0.3152326
147,0.6611148
1472,0.37471893
1473,0.6236833
1474,0.3152326
1475,0.3152326
1476,0.5103004
1477,0.5103004
1478,0.37471893
1479,0.3152326
148,0.6611148
1480,0.6611148
1481,0.5103004
1482,0.3152326
1483,0.6611148
1484,0.5103004
1485,0.37471893
1486,0.6611148
1487,0.37471893
1488,0.6611148
1489,0.6611148
1490,0.3152326
1491,0.5103004
1492,0.6611148
1493,0.3152326
1494,0.3152326
1495,0.68810236
1497,0.5103004
1498,0.6747553
1499,0.6611148
15,0.6611148
150,0.6611148
1500,0.6236833
1501,0.6236833
1502,0.6611148
1503,0.5103004
1505,0.37471893
1506,0.6611148
1507,0.6611148
1508,0.3152326
1509,0.6236833
151,0.6611148
1510,0.6611148
1511,0.6611148
1512,0.6611148
1513,0.5103004
1514,0.37471893
1515,0.6611148
1516,0.6236833
1517,0.6611148
1518,0.6611148
1519,0.6611148
152,0.6611148
1520,0.68810236
1521,0.70947313
1522,0.6236833
1523,0.6611148
1524,0.6611148
1525,0.6611148
1526,0.6611148
1527,0.65208304
1528,0.6611148
1529,0.5103004
153,0.6611148
1530,0.5103004
1531,0.6611148
1532,0.6611148
1533,0.3152326
1534,0.37471893
1536,0.68810236
1537,0.5103004
1538,0.6473949
154,0.6611148
1540,0.5103004
1541,0.6236833
1542,0.6611148
1543,0.6611148
1544,0.6611148
1545,0.5103004
1546,0.6611148
1547,0.6611148
155,0.6611148
1550,0.6611148
1551,0.37471893
1552,0.5103004
1553,0.6236833
1555,0.6611148
1556,0.6236833
1557,0.6611148
1558,0.5103004
1559,0.37471893
156,0.6236833
1560,0.3152326
1561,0.3152326
1562,0.3152326
1564,0.3152326
1565,0.5103004
