contact,day,month,duration,campaign,pdays,previous,poutcome,y,uid2
unknown,11,6,98,1,-1,0,unknown,0,10113
unknown,11,6,694,2,-1,0,unknown,0,10114
unknown,11,6,165,2,-1,0,unknown,0,10116
unknown,11,6,275,2,-1,0,unknown,0,10117
unknown,11,6,153,1,-1,0,unknown,0,10118
unknown,11,6,83,1,-1,0,unknown,0,10119
unknown,11,6,76,1,-1,0,unknown,0,10120
unknown,11,6,79,1,-1,0,unknown,0,10121
unknown,11,6,199,1,-1,0,unknown,0,10123
unknown,11,6,158,1,-1,0,unknown,0,10124
unknown,11,6,144,1,-1,0,unknown,0,10125
unknown,11,6,316,1,-1,0,unknown,0,10126
unknown,11,6,117,2,-1,0,unknown,0,10127
unknown,11,6,78,1,-1,0,unknown,0,10128
unknown,11,6,26,1,-1,0,unknown,0,10129
unknown,11,6,241,1,-1,0,unknown,0,10130
unknown,11,6,95,2,-1,0,unknown,0,10131
unknown,11,6,601,1,-1,0,unknown,0,10132
unknown,11,6,362,1,-1,0,unknown,0,10133
unknown,11,6,125,1,-1,0,unknown,0,10135
unknown,11,6,91,1,-1,0,unknown,0,10136
unknown,11,6,187,1,-1,0,unknown,0,10137
unknown,11,6,113,1,-1,0,unknown,0,10143
unknown,11,6,68,4,-1,0,unknown,0,10144
unknown,11,6,62,1,-1,0,unknown,0,10145
unknown,11,6,886,2,-1,0,unknown,0,10146
unknown,11,6,1199,1,-1,0,unknown,1,10148
unknown,11,6,140,1,-1,0,unknown,0,10149
unknown,7,5,143,3,-1,0,unknown,0,1015
unknown,11,6,366,1,-1,0,unknown,0,10150
unknown,11,6,436,1,-1,0,unknown,0,10151
unknown,11,6,72,1,-1,0,unknown,0,10152
unknown,11,6,119,1,-1,0,unknown,0,10153
unknown,11,6,553,1,-1,0,unknown,0,10154
unknown,11,6,935,1,-1,0,unknown,1,10155
unknown,11,6,74,1,-1,0,unknown,0,10156
unknown,11,6,81,1,-1,0,unknown,0,10157
unknown,11,6,586,1,-1,0,unknown,1,10158
unknown,11,6,950,4,-1,0,unknown,0,10159
unknown,7,5,1062,1,-1,0,unknown,0,1016
unknown,11,6,261,1,-1,0,unknown,0,10160
unknown,11,6,159,1,-1,0,unknown,0,10161
unknown,11,6,46,1,-1,0,unknown,0,10162
unknown,11,6,473,1,-1,0,unknown,0,10163
unknown,11,6,967,2,-1,0,unknown,1,10165
unknown,11,6,33,1,-1,0,unknown,0,10166
unknown,11,6,148,1,-1,0,unknown,0,10167
unknown,11,6,116,7,-1,0,unknown,0,10168
unknown,11,6,464,2,-1,0,unknown,0,10169
unknown,7,5,71,1,-1,0,unknown,0,1017
unknown,11,6,174,1,-1,0,unknown,0,10170
unknown,11,6,340,1,-1,0,unknown,0,10172
unknown,11,6,103,1,-1,0,unknown,0,10173
unknown,11,6,247,1,-1,0,unknown,0,10174
unknown,11,6,114,1,-1,0,unknown,0,10175
unknown,11,6,249,1,-1,0,unknown,0,10177
unknown,11,6,110,1,-1,0,unknown,0,10178
unknown,11,6,257,1,-1,0,unknown,0,10179
unknown,7,5,106,1,-1,0,unknown,0,1018
unknown,11,6,262,1,-1,0,unknown,0,10180
unknown,11,6,113,1,-1,0,unknown,0,10181
unknown,11,6,127,1,-1,0,unknown,0,10182
unknown,11,6,183,9,-1,0,unknown,0,10183
unknown,11,6,222,3,-1,0,unknown,0,10184
unknown,11,6,142,2,-1,0,unknown,0,10185
unknown,11,6,678,4,-1,0,unknown,0,10186
unknown,11,6,86,2,-1,0,unknown,0,10187
unknown,11,6,96,7,-1,0,unknown,0,10188
unknown,11,6,211,17,-1,0,unknown,0,10189
unknown,7,5,688,2,-1,0,unknown,0,1019
unknown,11,6,201,5,-1,0,unknown,0,10190
unknown,11,6,105,2,-1,0,unknown,0,10191
unknown,11,6,952,3,-1,0,unknown,0,10193
unknown,11,6,181,2,-1,0,unknown,0,10194
unknown,11,6,389,6,-1,0,unknown,0,10195
unknown,11,6,203,4,-1,0,unknown,0,10196
unknown,11,6,105,3,-1,0,unknown,0,10198
unknown,11,6,178,7,-1,0,unknown,0,10199
unknown,5,5,124,1,-1,0,unknown,0,102
unknown,11,6,203,2,-1,0,unknown,0,10201
unknown,11,6,203,2,-1,0,unknown,0,10202
unknown,11,6,148,2,-1,0,unknown,0,10205
unknown,11,6,427,2,-1,0,unknown,0,10206
unknown,11,6,90,9,-1,0,unknown,0,10207
unknown,11,6,306,3,-1,0,unknown,0,10209
unknown,7,5,349,2,-1,0,unknown,0,1021
unknown,11,6,133,2,-1,0,unknown,0,10210
unknown,11,6,516,2,-1,0,unknown,0,10211
unknown,11,6,204,2,-1,0,unknown,0,10212
unknown,11,6,184,2,-1,0,unknown,0,10214
unknown,11,6,157,6,-1,0,unknown,0,10215
unknown,11,6,319,6,-1,0,unknown,0,10216
unknown,11,6,199,6,-1,0,unknown,0,10217
unknown,11,6,595,2,-1,0,unknown,1,10218
unknown,11,6,394,2,-1,0,unknown,0,10219
unknown,11,6,36,2,-1,0,unknown,0,10220
unknown,11,6,157,9,-1,0,unknown,0,10221
unknown,11,6,162,3,-1,0,unknown,0,10223
unknown,11,6,47,7,-1,0,unknown,0,10224
unknown,11,6,215,2,-1,0,unknown,0,10225
unknown,11,6,230,13,-1,0,unknown,0,10226
unknown,11,6,150,2,-1,0,unknown,0,10227
unknown,11,6,111,10,-1,0,unknown,0,10229
unknown,7,5,194,1,-1,0,unknown,0,1023
unknown,11,6,287,3,-1,0,unknown,0,10230
unknown,11,6,83,2,-1,0,unknown,0,10231
unknown,11,6,124,4,-1,0,unknown,0,10232
unknown,11,6,67,3,-1,0,unknown,0,10233
unknown,11,6,104,2,-1,0,unknown,0,10234
unknown,11,6,904,4,-1,0,unknown,0,10235
unknown,11,6,274,2,-1,0,unknown,0,10237
unknown,11,6,124,4,-1,0,unknown,0,10238
unknown,11,6,354,17,-1,0,unknown,0,10239
unknown,7,5,224,5,-1,0,unknown,0,1024
unknown,11,6,288,3,-1,0,unknown,0,10240
unknown,11,6,152,10,-1,0,unknown,0,10241
unknown,11,6,1290,2,-1,0,unknown,1,10242
unknown,11,6,59,8,-1,0,unknown,0,10243
unknown,11,6,125,3,-1,0,unknown,0,10244
unknown,11,6,158,2,-1,0,unknown,0,10245
unknown,11,6,179,4,-1,0,unknown,0,10246
unknown,11,6,203,3,-1,0,unknown,0,10248
unknown,11,6,138,5,-1,0,unknown,0,10249
unknown,7,5,98,1,-1,0,unknown,0,1025
unknown,11,6,107,19,-1,0,unknown,0,10250
unknown,11,6,409,3,-1,0,unknown,0,10251
unknown,11,6,48,3,-1,0,unknown,0,10252
unknown,11,6,83,10,-1,0,unknown,0,10253
unknown,11,6,199,3,-1,0,unknown,0,10254
unknown,11,6,122,5,-1,0,unknown,0,10255
unknown,11,6,172,14,-1,0,unknown,0,10256
unknown,11,6,222,2,-1,0,unknown,0,10258
unknown,11,6,378,4,-1,0,unknown,0,10259
unknown,7,5,607,1,-1,0,unknown,0,1026
unknown,11,6,93,2,-1,0,unknown,0,10260
unknown,11,6,514,4,-1,0,unknown,0,10261
unknown,11,6,156,2,-1,0,unknown,0,10262
unknown,11,6,236,2,-1,0,unknown,0,10264
unknown,11,6,58,3,-1,0,unknown,0,10265
unknown,11,6,850,8,-1,0,unknown,0,10266
unknown,12,6,68,4,-1,0,unknown,0,10267
unknown,12,6,307,2,-1,0,unknown,0,10268
unknown,12,6,89,6,-1,0,unknown,0,10269
unknown,7,5,398,1,-1,0,unknown,0,1027
unknown,12,6,71,12,-1,0,unknown,0,10270
unknown,12,6,77,3,-1,0,unknown,0,10271
unknown,12,6,52,3,-1,0,unknown,0,10272
unknown,12,6,136,2,-1,0,unknown,0,10273
unknown,12,6,265,3,-1,0,unknown,0,10275
unknown,12,6,84,3,-1,0,unknown,0,10276
unknown,12,6,410,16,-1,0,unknown,0,10277
unknown,12,6,93,8,-1,0,unknown,0,10278
unknown,12,6,1010,3,-1,0,unknown,1,10279
unknown,7,5,103,2,-1,0,unknown,0,1028
unknown,12,6,403,5,-1,0,unknown,0,10280
unknown,12,6,36,3,-1,0,unknown,0,10281
unknown,12,6,109,2,-1,0,unknown,0,10282
unknown,12,6,90,3,-1,0,unknown,0,10283
unknown,12,6,305,2,-1,0,unknown,0,10284
unknown,12,6,614,2,-1,0,unknown,1,10286
unknown,12,6,781,2,-1,0,unknown,0,10287
unknown,12,6,112,2,-1,0,unknown,0,10288
unknown,12,6,423,2,-1,0,unknown,0,10289
unknown,7,5,241,2,-1,0,unknown,0,1029
unknown,12,6,110,4,-1,0,unknown,0,10291
unknown,12,6,144,1,-1,0,unknown,0,10293
unknown,12,6,137,1,-1,0,unknown,0,10294
unknown,12,6,125,1,-1,0,unknown,0,10295
unknown,12,6,202,1,-1,0,unknown,0,10296
unknown,12,6,123,1,-1,0,unknown,0,10297
unknown,12,6,49,2,-1,0,unknown,0,10298
unknown,5,5,229,1,-1,0,unknown,0,103
unknown,7,5,203,1,-1,0,unknown,0,1030
unknown,12,6,885,1,-1,0,unknown,1,10300
unknown,12,6,155,1,-1,0,unknown,0,10301
unknown,12,6,112,1,-1,0,unknown,0,10302
unknown,12,6,236,1,-1,0,unknown,0,10303
unknown,12,6,243,1,-1,0,unknown,0,10304
unknown,12,6,108,1,-1,0,unknown,0,10305
unknown,12,6,583,1,-1,0,unknown,0,10306
unknown,12,6,192,1,-1,0,unknown,0,10307
unknown,12,6,149,1,-1,0,unknown,0,10308
unknown,12,6,40,6,-1,0,unknown,0,10309
unknown,7,5,96,3,-1,0,unknown,0,1031
unknown,12,6,92,2,-1,0,unknown,0,10311
unknown,12,6,91,1,-1,0,unknown,0,10312
unknown,12,6,200,1,-1,0,unknown,0,10313
unknown,12,6,107,1,-1,0,unknown,0,10314
unknown,12,6,12,3,-1,0,unknown,0,10316
unknown,12,6,146,1,-1,0,unknown,0,10317
unknown,12,6,66,1,-1,0,unknown,0,10318
unknown,12,6,278,2,-1,0,unknown,0,10319
unknown,7,5,238,3,-1,0,unknown,0,1032
unknown,12,6,753,1,-1,0,unknown,0,10320
unknown,12,6,93,1,-1,0,unknown,0,10321
unknown,12,6,105,1,-1,0,unknown,0,10323
unknown,12,6,117,5,-1,0,unknown,0,10327
unknown,12,6,97,1,-1,0,unknown,0,10328
unknown,7,5,153,3,-1,0,unknown,0,1033
unknown,12,6,651,5,-1,0,unknown,1,10330
unknown,12,6,223,1,-1,0,unknown,0,10331
unknown,12,6,309,5,-1,0,unknown,0,10332
unknown,12,6,98,1,-1,0,unknown,0,10333
unknown,12,6,157,1,-1,0,unknown,0,10334
unknown,12,6,252,1,-1,0,unknown,0,10335
unknown,12,6,93,1,-1,0,unknown,0,10337
unknown,12,6,315,1,-1,0,unknown,0,10338
unknown,12,6,165,1,-1,0,unknown,0,10339
unknown,7,5,481,1,-1,0,unknown,0,1034
unknown,12,6,128,2,-1,0,unknown,0,10341
unknown,12,6,278,1,-1,0,unknown,0,10342
unknown,12,6,436,1,-1,0,unknown,0,10343
unknown,12,6,189,1,-1,0,unknown,0,10344
unknown,12,6,186,1,-1,0,unknown,0,10345
unknown,12,6,264,1,-1,0,unknown,0,10347
unknown,12,6,237,1,-1,0,unknown,0,10348
unknown,12,6,82,1,-1,0,unknown,0,10349
unknown,7,5,2177,4,-1,0,unknown,0,1035
unknown,12,6,72,1,-1,0,unknown,0,10350
unknown,12,6,77,1,-1,0,unknown,0,10351
unknown,12,6,43,1,-1,0,unknown,0,10352
unknown,12,6,64,6,-1,0,unknown,0,10353
unknown,12,6,351,1,-1,0,unknown,0,10354
unknown,12,6,139,2,-1,0,unknown,0,10355
unknown,12,6,119,1,-1,0,unknown,0,10356
unknown,12,6,394,1,-1,0,unknown,0,10357
unknown,12,6,174,1,-1,0,unknown,0,10358
unknown,7,5,119,3,-1,0,unknown,0,1036
unknown,12,6,148,1,-1,0,unknown,0,10361
unknown,12,6,56,1,-1,0,unknown,0,10362
unknown,12,6,133,1,-1,0,unknown,0,10363
unknown,12,6,134,1,-1,0,unknown,0,10364
unknown,12,6,185,2,-1,0,unknown,0,10366
unknown,12,6,60,1,-1,0,unknown,0,10367
unknown,12,6,140,1,-1,0,unknown,0,10368
unknown,7,5,245,2,-1,0,unknown,0,1037
unknown,12,6,112,1,-1,0,unknown,0,10370
unknown,12,6,167,1,-1,0,unknown,0,10371
unknown,12,6,217,1,-1,0,unknown,0,10373
unknown,12,6,77,6,-1,0,unknown,0,10374
unknown,12,6,138,1,-1,0,unknown,0,10376
unknown,12,6,10,1,-1,0,unknown,0,10377
unknown,12,6,75,1,-1,0,unknown,0,10379
unknown,12,6,993,6,-1,0,unknown,1,10381
unknown,12,6,143,1,-1,0,unknown,0,10382
unknown,12,6,160,2,-1,0,unknown,0,10383
unknown,12,6,138,1,-1,0,unknown,0,10384
unknown,12,6,122,1,-1,0,unknown,0,10385
unknown,12,6,52,6,-1,0,unknown,0,10386
unknown,12,6,80,2,-1,0,unknown,0,10387
unknown,12,6,558,1,-1,0,unknown,0,10388
unknown,12,6,66,1,-1,0,unknown,0,10389
unknown,12,6,73,1,-1,0,unknown,0,10391
unknown,12,6,68,1,-1,0,unknown,0,10392
unknown,12,6,354,1,-1,0,unknown,0,10393
unknown,12,6,54,1,-1,0,unknown,0,10394
unknown,12,6,58,1,-1,0,unknown,0,10395
unknown,12,6,81,1,-1,0,unknown,0,10396
unknown,12,6,118,3,-1,0,unknown,0,10397
unknown,5,5,55,3,-1,0,unknown,0,104
unknown,12,6,216,2,-1,0,unknown,0,10400
unknown,12,6,124,1,-1,0,unknown,0,10401
unknown,12,6,483,1,-1,0,unknown,0,10402
unknown,12,6,309,1,-1,0,unknown,0,10403
unknown,12,6,577,2,-1,0,unknown,1,10404
unknown,12,6,46,1,-1,0,unknown,0,10406
unknown,12,6,270,1,-1,0,unknown,0,10407
unknown,12,6,317,1,-1,0,unknown,0,10408
unknown,12,6,281,1,-1,0,unknown,0,10409
unknown,7,5,198,2,-1,0,unknown,0,1041
unknown,12,6,113,1,-1,0,unknown,0,10410
unknown,12,6,313,1,-1,0,unknown,0,10412
unknown,12,6,37,3,-1,0,unknown,0,10414
unknown,12,6,88,2,-1,0,unknown,0,10415
unknown,12,6,312,2,-1,0,unknown,0,10416
unknown,12,6,1268,2,-1,0,unknown,1,10418
unknown,12,6,602,2,-1,0,unknown,0,10419
unknown,7,5,374,1,-1,0,unknown,0,1042
unknown,12,6,1178,3,-1,0,unknown,0,10420
unknown,12,6,130,2,-1,0,unknown,0,10421
unknown,12,6,541,17,-1,0,unknown,1,10422
unknown,12,6,340,2,-1,0,unknown,0,10423
unknown,12,6,230,7,-1,0,unknown,0,10424
unknown,12,6,159,2,-1,0,unknown,0,10425
unknown,12,6,138,2,-1,0,unknown,0,10426
unknown,12,6,246,2,-1,0,unknown,0,10427
unknown,12,6,773,4,-1,0,unknown,0,10428
unknown,12,6,298,3,-1,0,unknown,0,10429
unknown,12,6,723,2,-1,0,unknown,0,10430
unknown,12,6,361,2,-1,0,unknown,0,10431
unknown,12,6,100,4,-1,0,unknown,0,10432
unknown,12,6,124,2,-1,0,unknown,0,10433
unknown,12,6,153,6,-1,0,unknown,0,10434
unknown,12,6,67,3,-1,0,unknown,0,10435
unknown,12,6,462,3,-1,0,unknown,0,10436
unknown,12,6,478,2,-1,0,unknown,0,10437
unknown,12,6,320,2,-1,0,unknown,0,10438
unknown,12,6,69,3,-1,0,unknown,0,10439
unknown,7,5,263,1,-1,0,unknown,0,1044
unknown,12,6,190,2,-1,0,unknown,0,10440
unknown,12,6,1243,7,-1,0,unknown,1,10443
unknown,12,6,130,3,-1,0,unknown,0,10444
unknown,12,6,339,3,-1,0,unknown,0,10445
unknown,12,6,168,8,-1,0,unknown,0,10448
unknown,12,6,247,2,-1,0,unknown,0,10449
unknown,12,6,243,2,-1,0,unknown,0,10450
unknown,12,6,153,6,-1,0,unknown,0,10451
unknown,12,6,232,2,-1,0,unknown,0,10452
unknown,12,6,111,8,-1,0,unknown,0,10453
unknown,12,6,161,2,-1,0,unknown,0,10454
unknown,12,6,465,3,-1,0,unknown,1,10455
unknown,12,6,188,4,-1,0,unknown,0,10456
unknown,12,6,67,4,-1,0,unknown,0,10457
unknown,12,6,454,4,-1,0,unknown,0,10458
unknown,16,6,124,2,-1,0,unknown,0,10459
unknown,7,5,154,2,-1,0,unknown,0,1046
unknown,16,6,247,2,-1,0,unknown,0,10461
unknown,16,6,252,2,-1,0,unknown,0,10462
unknown,16,6,62,2,-1,0,unknown,0,10463
unknown,16,6,559,3,-1,0,unknown,0,10464
unknown,16,6,66,5,-1,0,unknown,0,10465
unknown,16,6,190,4,-1,0,unknown,0,10466
unknown,16,6,768,21,-1,0,unknown,0,10467
unknown,16,6,10,5,-1,0,unknown,0,10468
unknown,16,6,189,2,-1,0,unknown,0,10469
unknown,7,5,278,6,-1,0,unknown,0,1047
unknown,16,6,109,2,-1,0,unknown,0,10470
unknown,16,6,243,2,-1,0,unknown,0,10471
unknown,16,6,190,6,-1,0,unknown,0,10473
unknown,16,6,405,3,-1,0,unknown,0,10474
unknown,16,6,103,2,-1,0,unknown,0,10475
unknown,16,6,61,3,-1,0,unknown,0,10477
unknown,16,6,424,2,-1,0,unknown,0,10478
unknown,16,6,140,2,-1,0,unknown,0,10479
unknown,7,5,306,5,-1,0,unknown,0,1048
unknown,16,6,157,29,-1,0,unknown,0,10480
unknown,16,6,110,4,-1,0,unknown,0,10481
unknown,16,6,69,3,-1,0,unknown,0,10482
unknown,16,6,143,5,-1,0,unknown,0,10483
unknown,16,6,241,3,-1,0,unknown,0,10484
unknown,16,6,513,2,-1,0,unknown,1,10485
unknown,16,6,757,2,-1,0,unknown,0,10486
unknown,16,6,68,3,-1,0,unknown,0,10487
unknown,16,6,211,2,-1,0,unknown,0,10488
unknown,16,6,171,2,-1,0,unknown,0,10489
unknown,7,5,114,2,-1,0,unknown,0,1049
unknown,16,6,270,15,-1,0,unknown,0,10491
unknown,16,6,177,5,-1,0,unknown,0,10493
unknown,16,6,119,2,-1,0,unknown,0,10494
unknown,16,6,75,3,-1,0,unknown,0,10495
unknown,16,6,192,4,-1,0,unknown,0,10496
unknown,16,6,686,11,-1,0,unknown,1,10497
unknown,16,6,104,4,-1,0,unknown,0,10498
unknown,16,6,325,3,-1,0,unknown,0,10499
unknown,5,5,400,1,-1,0,unknown,0,105
unknown,7,5,94,2,-1,0,unknown,0,1050
unknown,16,6,144,4,-1,0,unknown,0,10500
unknown,16,6,741,4,-1,0,unknown,1,10504
unknown,16,6,87,3,-1,0,unknown,0,10505
unknown,16,6,95,8,-1,0,unknown,0,10506
unknown,16,6,114,5,-1,0,unknown,0,10507
unknown,16,6,109,2,-1,0,unknown,0,10508
unknown,16,6,1323,9,-1,0,unknown,1,10509
unknown,7,5,208,2,-1,0,unknown,0,1051
unknown,16,6,186,6,-1,0,unknown,0,10510
unknown,16,6,187,3,-1,0,unknown,0,10512
unknown,16,6,580,3,-1,0,unknown,0,10513
unknown,16,6,81,5,-1,0,unknown,0,10514
unknown,16,6,253,2,-1,0,unknown,0,10515
unknown,16,6,140,3,-1,0,unknown,0,10517
unknown,16,6,219,7,-1,0,unknown,0,10518
unknown,16,6,95,6,-1,0,unknown,0,10519
unknown,7,5,169,2,-1,0,unknown,0,1052
unknown,16,6,276,3,-1,0,unknown,0,10520
unknown,16,6,179,15,-1,0,unknown,0,10521
unknown,16,6,93,2,-1,0,unknown,0,10522
unknown,16,6,106,10,-1,0,unknown,0,10523
unknown,16,6,90,2,-1,0,unknown,0,10524
unknown,16,6,78,5,-1,0,unknown,0,10525
unknown,16,6,55,2,-1,0,unknown,0,10526
unknown,16,6,204,4,-1,0,unknown,0,10527
unknown,16,6,287,2,-1,0,unknown,0,10528
unknown,16,6,84,3,-1,0,unknown,0,10529
unknown,16,6,112,2,-1,0,unknown,0,10530
unknown,16,6,195,2,-1,0,unknown,0,10532
unknown,16,6,108,2,-1,0,unknown,0,10533
unknown,16,6,92,6,-1,0,unknown,0,10534
unknown,16,6,264,4,-1,0,unknown,0,10535
unknown,16,6,123,2,-1,0,unknown,0,10536
unknown,16,6,73,4,-1,0,unknown,0,10537
unknown,16,6,146,3,-1,0,unknown,0,10538
unknown,16,6,206,1,-1,0,unknown,0,10539
unknown,7,5,263,6,-1,0,unknown,0,1054
unknown,16,6,100,17,-1,0,unknown,0,10540
unknown,16,6,163,1,-1,0,unknown,0,10542
unknown,16,6,617,1,-1,0,unknown,1,10543
unknown,16,6,35,6,-1,0,unknown,0,10545
unknown,16,6,215,3,-1,0,unknown,0,10546
unknown,16,6,77,1,-1,0,unknown,0,10547
unknown,16,6,119,1,-1,0,unknown,0,10548
unknown,16,6,265,3,-1,0,unknown,0,10549
unknown,7,5,353,3,-1,0,unknown,0,1055
unknown,16,6,60,2,-1,0,unknown,0,10550
unknown,16,6,162,6,-1,0,unknown,0,10552
unknown,16,6,227,1,-1,0,unknown,0,10555
unknown,16,6,270,1,-1,0,unknown,0,10557
unknown,16,6,1395,2,-1,0,unknown,1,10558
unknown,7,5,108,6,-1,0,unknown,0,1056
unknown,16,6,223,2,-1,0,unknown,0,10560
unknown,16,6,35,3,-1,0,unknown,0,10561
unknown,16,6,210,2,-1,0,unknown,0,10562
unknown,16,6,101,6,-1,0,unknown,0,10563
unknown,16,6,339,2,-1,0,unknown,0,10565
unknown,16,6,556,3,-1,0,unknown,0,10568
unknown,16,6,1238,2,-1,0,unknown,0,10569
unknown,7,5,441,2,-1,0,unknown,0,1057
unknown,16,6,32,2,-1,0,unknown,0,10570
unknown,16,6,116,1,-1,0,unknown,0,10571
unknown,16,6,64,1,-1,0,unknown,0,10572
unknown,16,6,77,1,-1,0,unknown,0,10573
unknown,16,6,73,3,-1,0,unknown,0,10574
unknown,16,6,42,3,-1,0,unknown,0,10575
unknown,16,6,24,5,-1,0,unknown,0,10576
unknown,16,6,25,1,-1,0,unknown,0,10577
unknown,16,6,147,1,-1,0,unknown,0,10578
unknown,16,6,87,6,-1,0,unknown,0,10579
