contact,day,month,duration,campaign,pdays,previous,poutcome,y,uid2
unknown,11,6,0.77576935,1,-1,0,unknown,0,10094
unknown,11,6,0.21474174,1,-1,0,unknown,0,10095
unknown,11,6,-0.09069146,2,-1,0,unknown,0,10096
unknown,11,6,2.1139002,1,-1,0,unknown,1,10098
unknown,11,6,1.1558545,1,-1,0,unknown,1,10099
unknown,5,5,-0.09069146,1,-1,0,unknown,0,101
unknown,11,6,-0.4389125,1,-1,0,unknown,0,10100
unknown,11,6,-0.4389125,1,-1,0,unknown,0,10101
unknown,11,6,-2.6385002,1,-1,0,unknown,0,10102
unknown,11,6,0.21474174,1,-1,0,unknown,0,10103
unknown,11,6,-1.172163,4,-1,0,unknown,0,10104
unknown,11,6,0.21474174,1,-1,0,unknown,0,10105
unknown,11,6,0.21474174,1,-1,0,unknown,0,10106
unknown,11,6,1.1558545,1,-1,0,unknown,0,10107
unknown,11,6,-1.7106793,1,-1,0,unknown,0,10108
unknown,11,6,1.7309884,1,-1,0,unknown,1,10110
unknown,11,6,-0.09069146,1,-1,0,unknown,0,10111
unknown,11,6,-0.78261614,1,-1,0,unknown,0,10112
unknown,11,6,-1.864814,1,-1,0,unknown,0,10113
unknown,11,6,1.7309884,2,-1,0,unknown,0,10114
unknown,11,6,-0.4389125,2,-1,0,unknown,0,10116
unknown,11,6,-0.15398479,2,-1,0,unknown,0,10117
unknown,11,6,-0.78261614,1,-1,0,unknown,0,10118
unknown,11,6,-1.8034724,1,-1,0,unknown,0,10119
unknown,11,6,-2.6385002,1,-1,0,unknown,0,10120
unknown,11,6,-1.8034724,1,-1,0,unknown,0,10121
unknown,11,6,-0.8609253,1,-1,0,unknown,0,10123
unknown,11,6,-0.78261614,1,-1,0,unknown,0,10124
unknown,11,6,-0.78261614,1,-1,0,unknown,0,10125
unknown,11,6,0.21474174,1,-1,0,unknown,0,10126
unknown,11,6,-1.7106793,2,-1,0,unknown,0,10127
unknown,11,6,-2.6385002,1,-1,0,unknown,0,10128
unknown,11,6,-3.1816547,1,-1,0,unknown,0,10129
unknown,11,6,-0.09069146,1,-1,0,unknown,0,10130
unknown,11,6,-1.0648295,2,-1,0,unknown,0,10131
unknown,11,6,1.1558545,1,-1,0,unknown,0,10132
unknown,11,6,0.21474174,1,-1,0,unknown,0,10133
unknown,11,6,-1.2818002,1,-1,0,unknown,0,10135
unknown,11,6,-1.8034724,1,-1,0,unknown,0,10136
unknown,11,6,-0.4389125,1,-1,0,unknown,0,10137
unknown,11,6,-1.7106793,1,-1,0,unknown,0,10143
unknown,11,6,-2.6385002,4,-1,0,unknown,0,10144
unknown,11,6,-5.0011497,1,-1,0,unknown,0,10145
unknown,11,6,2.1139002,2,-1,0,unknown,0,10146
unknown,11,6,2.4156203,1,-1,0,unknown,1,10148
unknown,11,6,-0.78261614,1,-1,0,unknown,0,10149
unknown,7,5,-0.78261614,3,-1,0,unknown,0,1015
unknown,11,6,0.21474174,1,-1,0,unknown,0,10150
unknown,11,6,0.2830005,1,-1,0,unknown,0,10151
unknown,11,6,-2.6385002,1,-1,0,unknown,0,10152
unknown,11,6,-1.2818002,1,-1,0,unknown,0,10153
unknown,11,6,1.1558545,1,-1,0,unknown,0,10154
unknown,11,6,2.4156203,1,-1,0,unknown,1,10155
unknown,11,6,-2.6385002,1,-1,0,unknown,0,10156
unknown,11,6,-1.8034724,1,-1,0,unknown,0,10157
unknown,11,6,1.1558545,1,-1,0,unknown,1,10158
unknown,11,6,2.4156203,4,-1,0,unknown,0,10159
unknown,7,5,2.4156203,1,-1,0,unknown,0,1016
unknown,11,6,0.3855974,1,-1,0,unknown,0,10160
unknown,11,6,-0.78261614,1,-1,0,unknown,0,10161
unknown,11,6,-3.2021892,1,-1,0,unknown,0,10162
unknown,11,6,0.77576935,1,-1,0,unknown,0,10163
unknown,11,6,2.4156203,2,-1,0,unknown,1,10165
unknown,11,6,-3.1816547,1,-1,0,unknown,0,10166
unknown,11,6,-0.78261614,1,-1,0,unknown,0,10167
unknown,11,6,-1.7106793,7,-1,0,unknown,0,10168
unknown,11,6,0.77576935,2,-1,0,unknown,0,10169
unknown,7,5,-2.6385002,1,-1,0,unknown,0,1017
unknown,11,6,-0.4389125,1,-1,0,unknown,0,10170
unknown,11,6,0.21474174,1,-1,0,unknown,0,10172
unknown,11,6,-1.864814,1,-1,0,unknown,0,10173
unknown,11,6,-0.09069146,1,-1,0,unknown,0,10174
unknown,11,6,-1.7106793,1,-1,0,unknown,0,10175
unknown,11,6,-0.09069146,1,-1,0,unknown,0,10177
unknown,11,6,-1.7106793,1,-1,0,unknown,0,10178
unknown,11,6,-0.09069146,1,-1,0,unknown,0,10179
unknown,7,5,-1.172163,1,-1,0,unknown,0,1018
unknown,11,6,0.3855974,1,-1,0,unknown,0,10180
unknown,11,6,-1.7106793,1,-1,0,unknown,0,10181
unknown,11,6,-1.2818002,1,-1,0,unknown,0,10182
unknown,11,6,-0.4389125,9,-1,0,unknown,0,10183
unknown,11,6,-0.09069146,3,-1,0,unknown,0,10184
unknown,11,6,-0.78261614,2,-1,0,unknown,0,10185
unknown,11,6,1.7309884,4,-1,0,unknown,0,10186
unknown,11,6,-1.8034724,2,-1,0,unknown,0,10187
unknown,11,6,-1.0648295,7,-1,0,unknown,0,10188
unknown,11,6,-0.09069146,17,-1,0,unknown,0,10189
unknown,7,5,1.7309884,2,-1,0,unknown,0,1019
unknown,11,6,-0.09069146,5,-1,0,unknown,0,10190
unknown,11,6,-1.172163,2,-1,0,unknown,0,10191
unknown,11,6,2.4156203,3,-1,0,unknown,0,10193
unknown,11,6,-0.4389125,2,-1,0,unknown,0,10194
unknown,11,6,0.39736426,6,-1,0,unknown,0,10195
unknown,11,6,-0.09069146,4,-1,0,unknown,0,10196
unknown,11,6,-1.172163,3,-1,0,unknown,0,10198
unknown,11,6,-0.4389125,7,-1,0,unknown,0,10199
unknown,5,5,-1.2818002,1,-1,0,unknown,0,102
unknown,11,6,-0.09069146,2,-1,0,unknown,0,10201
unknown,11,6,-0.09069146,2,-1,0,unknown,0,10202
unknown,11,6,-0.78261614,2,-1,0,unknown,0,10205
unknown,11,6,0.2830005,2,-1,0,unknown,0,10206
unknown,11,6,-1.8034724,9,-1,0,unknown,0,10207
unknown,11,6,0.21474174,3,-1,0,unknown,0,10209
unknown,7,5,0.21474174,2,-1,0,unknown,0,1021
unknown,11,6,-0.78261614,2,-1,0,unknown,0,10210
unknown,11,6,0.77576935,2,-1,0,unknown,0,10211
unknown,11,6,-0.09069146,2,-1,0,unknown,0,10212
unknown,11,6,-0.4389125,2,-1,0,unknown,0,10214
unknown,11,6,-0.78261614,6,-1,0,unknown,0,10215
unknown,11,6,0.21474174,6,-1,0,unknown,0,10216
unknown,11,6,-0.8609253,6,-1,0,unknown,0,10217
unknown,11,6,1.1558545,2,-1,0,unknown,1,10218
unknown,11,6,0.39736426,2,-1,0,unknown,0,10219
unknown,11,6,-5.272784,2,-1,0,unknown,0,10220
unknown,11,6,-0.78261614,9,-1,0,unknown,0,10221
unknown,11,6,-0.78261614,3,-1,0,unknown,0,10223
unknown,11,6,-3.2021892,7,-1,0,unknown,0,10224
unknown,11,6,-0.09069146,2,-1,0,unknown,0,10225
unknown,11,6,-0.09069146,13,-1,0,unknown,0,10226
unknown,11,6,-0.78261614,2,-1,0,unknown,0,10227
unknown,11,6,-1.7106793,10,-1,0,unknown,0,10229
unknown,7,5,-0.016975272,1,-1,0,unknown,0,1023
unknown,11,6,0.21474174,3,-1,0,unknown,0,10230
unknown,11,6,-1.8034724,2,-1,0,unknown,0,10231
unknown,11,6,-1.2818002,4,-1,0,unknown,0,10232
unknown,11,6,-2.6385002,3,-1,0,unknown,0,10233
unknown,11,6,-1.172163,2,-1,0,unknown,0,10234
unknown,11,6,2.1139002,4,-1,0,unknown,0,10235
unknown,11,6,-0.15398479,2,-1,0,unknown,0,10237
unknown,11,6,-1.2818002,4,-1,0,unknown,0,10238
unknown,11,6,0.21474174,17,-1,0,unknown,0,10239
unknown,7,5,-0.09069146,5,-1,0,unknown,0,1024
unknown,11,6,0.21474174,3,-1,0,unknown,0,10240
unknown,11,6,-0.78261614,10,-1,0,unknown,0,10241
unknown,11,6,2.4156203,2,-1,0,unknown,1,10242
unknown,11,6,-5.0011497,8,-1,0,unknown,0,10243
unknown,11,6,-1.2818002,3,-1,0,unknown,0,10244
unknown,11,6,-0.78261614,2,-1,0,unknown,0,10245
unknown,11,6,-0.4389125,4,-1,0,unknown,0,10246
unknown,11,6,-0.09069146,3,-1,0,unknown,0,10248
unknown,11,6,-0.78261614,5,-1,0,unknown,0,10249
unknown,7,5,-1.864814,1,-1,0,unknown,0,1025
unknown,11,6,-1.172163,19,-1,0,unknown,0,10250
unknown,11,6,0.8258762,3,-1,0,unknown,0,10251
unknown,11,6,-3.2021892,3,-1,0,unknown,0,10252
unknown,11,6,-1.8034724,10,-1,0,unknown,0,10253
unknown,11,6,-0.8609253,3,-1,0,unknown,0,10254
unknown,11,6,-1.2818002,5,-1,0,unknown,0,10255
unknown,11,6,-0.4389125,14,-1,0,unknown,0,10256
unknown,11,6,-0.09069146,2,-1,0,unknown,0,10258
unknown,11,6,0.39736426,4,-1,0,unknown,0,10259
unknown,7,5,1.1558545,1,-1,0,unknown,0,1026
unknown,11,6,-1.8034724,2,-1,0,unknown,0,10260
unknown,11,6,0.77576935,4,-1,0,unknown,0,10261
unknown,11,6,-0.78261614,2,-1,0,unknown,0,10262
unknown,11,6,-0.09069146,2,-1,0,unknown,0,10264
unknown,11,6,-5.0011497,3,-1,0,unknown,0,10265
unknown,11,6,2.1139002,8,-1,0,unknown,0,10266
unknown,12,6,-2.6385002,4,-1,0,unknown,0,10267
unknown,12,6,0.21474174,2,-1,0,unknown,0,10268
unknown,12,6,-1.8034724,6,-1,0,unknown,0,10269
unknown,7,5,0.39736426,1,-1,0,unknown,0,1027
unknown,12,6,-2.6385002,12,-1,0,unknown,0,10270
unknown,12,6,-2.6385002,3,-1,0,unknown,0,10271
unknown,12,6,-5.0011497,3,-1,0,unknown,0,10272
unknown,12,6,-0.78261614,2,-1,0,unknown,0,10273
unknown,12,6,0.3855974,3,-1,0,unknown,0,10275
unknown,12,6,-1.8034724,3,-1,0,unknown,0,10276
unknown,12,6,0.8258762,16,-1,0,unknown,0,10277
unknown,12,6,-1.8034724,8,-1,0,unknown,0,10278
unknown,12,6,2.4156203,3,-1,0,unknown,1,10279
unknown,7,5,-1.864814,2,-1,0,unknown,0,1028
unknown,12,6,0.39736426,5,-1,0,unknown,0,10280
unknown,12,6,-5.272784,3,-1,0,unknown,0,10281
unknown,12,6,-1.7106793,2,-1,0,unknown,0,10282
unknown,12,6,-1.8034724,3,-1,0,unknown,0,10283
unknown,12,6,0.21474174,2,-1,0,unknown,0,10284
unknown,12,6,1.4975171,2,-1,0,unknown,1,10286
unknown,12,6,1.7309884,2,-1,0,unknown,0,10287
unknown,12,6,-1.7106793,2,-1,0,unknown,0,10288
unknown,12,6,0.2830005,2,-1,0,unknown,0,10289
unknown,7,5,-0.09069146,2,-1,0,unknown,0,1029
unknown,12,6,-1.7106793,4,-1,0,unknown,0,10291
unknown,12,6,-0.78261614,1,-1,0,unknown,0,10293
unknown,12,6,-0.78261614,1,-1,0,unknown,0,10294
unknown,12,6,-1.2818002,1,-1,0,unknown,0,10295
unknown,12,6,-0.09069146,1,-1,0,unknown,0,10296
unknown,12,6,-1.2818002,1,-1,0,unknown,0,10297
unknown,12,6,-3.2021892,2,-1,0,unknown,0,10298
unknown,5,5,-0.09069146,1,-1,0,unknown,0,103
unknown,7,5,-0.09069146,1,-1,0,unknown,0,1030
unknown,12,6,2.1139002,1,-1,0,unknown,1,10300
unknown,12,6,-0.78261614,1,-1,0,unknown,0,10301
unknown,12,6,-1.7106793,1,-1,0,unknown,0,10302
unknown,12,6,-0.09069146,1,-1,0,unknown,0,10303
unknown,12,6,-0.09069146,1,-1,0,unknown,0,10304
unknown,12,6,-1.172163,1,-1,0,unknown,0,10305
unknown,12,6,1.1558545,1,-1,0,unknown,0,10306
unknown,12,6,-0.016975272,1,-1,0,unknown,0,10307
unknown,12,6,-0.78261614,1,-1,0,unknown,0,10308
unknown,12,6,-5.272784,6,-1,0,unknown,0,10309
unknown,7,5,-1.0648295,3,-1,0,unknown,0,1031
unknown,12,6,-1.8034724,2,-1,0,unknown,0,10311
unknown,12,6,-1.8034724,1,-1,0,unknown,0,10312
unknown,12,6,-0.8609253,1,-1,0,unknown,0,10313
unknown,12,6,-1.172163,1,-1,0,unknown,0,10314
unknown,12,6,-5.223755,3,-1,0,unknown,0,10316
unknown,12,6,-0.78261614,1,-1,0,unknown,0,10317
unknown,12,6,-2.6385002,1,-1,0,unknown,0,10318
unknown,12,6,-0.15398479,2,-1,0,unknown,0,10319
unknown,7,5,-0.09069146,3,-1,0,unknown,0,1032
unknown,12,6,1.7309884,1,-1,0,unknown,0,10320
unknown,12,6,-1.8034724,1,-1,0,unknown,0,10321
unknown,12,6,-1.172163,1,-1,0,unknown,0,10323
unknown,12,6,-1.7106793,5,-1,0,unknown,0,10327
unknown,12,6,-1.0648295,1,-1,0,unknown,0,10328
unknown,7,5,-0.78261614,3,-1,0,unknown,0,1033
unknown,12,6,1.4975171,5,-1,0,unknown,1,10330
unknown,12,6,-0.09069146,1,-1,0,unknown,0,10331
unknown,12,6,0.21474174,5,-1,0,unknown,0,10332
unknown,12,6,-1.864814,1,-1,0,unknown,0,10333
unknown,12,6,-0.78261614,1,-1,0,unknown,0,10334
unknown,12,6,-0.09069146,1,-1,0,unknown,0,10335
unknown,12,6,-1.8034724,1,-1,0,unknown,0,10337
unknown,12,6,0.21474174,1,-1,0,unknown,0,10338
unknown,12,6,-0.4389125,1,-1,0,unknown,0,10339
unknown,7,5,0.77576935,1,-1,0,unknown,0,1034
unknown,12,6,-1.2818002,2,-1,0,unknown,0,10341
unknown,12,6,-0.15398479,1,-1,0,unknown,0,10342
unknown,12,6,0.2830005,1,-1,0,unknown,0,10343
unknown,12,6,-0.4389125,1,-1,0,unknown,0,10344
unknown,12,6,-0.4389125,1,-1,0,unknown,0,10345
unknown,12,6,0.3855974,1,-1,0,unknown,0,10347
unknown,12,6,-0.09069146,1,-1,0,unknown,0,10348
unknown,12,6,-1.8034724,1,-1,0,unknown,0,10349
unknown,7,5,2.4156203,4,-1,0,unknown,0,1035
unknown,12,6,-2.6385002,1,-1,0,unknown,0,10350
unknown,12,6,-2.6385002,1,-1,0,unknown,0,10351
unknown,12,6,-5.272784,1,-1,0,unknown,0,10352
unknown,12,6,-2.6385002,6,-1,0,unknown,0,10353
unknown,12,6,0.21474174,1,-1,0,unknown,0,10354
unknown,12,6,-0.78261614,2,-1,0,unknown,0,10355
unknown,12,6,-1.2818002,1,-1,0,unknown,0,10356
unknown,12,6,0.39736426,1,-1,0,unknown,0,10357
unknown,12,6,-0.4389125,1,-1,0,unknown,0,10358
unknown,7,5,-1.2818002,3,-1,0,unknown,0,1036
unknown,12,6,-0.78261614,1,-1,0,unknown,0,10361
unknown,12,6,-5.0011497,1,-1,0,unknown,0,10362
unknown,12,6,-0.78261614,1,-1,0,unknown,0,10363
unknown,12,6,-0.78261614,1,-1,0,unknown,0,10364
unknown,12,6,-0.4389125,2,-1,0,unknown,0,10366
unknown,12,6,-5.0011497,1,-1,0,unknown,0,10367
unknown,12,6,-0.78261614,1,-1,0,unknown,0,10368
unknown,7,5,-0.09069146,2,-1,0,unknown,0,1037
unknown,12,6,-1.7106793,1,-1,0,unknown,0,10370
unknown,12,6,-0.4389125,1,-1,0,unknown,0,10371
unknown,12,6,-0.09069146,1,-1,0,unknown,0,10373
unknown,12,6,-2.6385002,6,-1,0,unknown,0,10374
unknown,12,6,-0.78261614,1,-1,0,unknown,0,10376
unknown,12,6,-3.3099859,1,-1,0,unknown,0,10377
unknown,12,6,-2.6385002,1,-1,0,unknown,0,10379
unknown,12,6,2.4156203,6,-1,0,unknown,1,10381
unknown,12,6,-0.78261614,1,-1,0,unknown,0,10382
unknown,12,6,-0.78261614,2,-1,0,unknown,0,10383
unknown,12,6,-0.78261614,1,-1,0,unknown,0,10384
unknown,12,6,-1.2818002,1,-1,0,unknown,0,10385
unknown,12,6,-5.0011497,6,-1,0,unknown,0,10386
unknown,12,6,-1.8034724,2,-1,0,unknown,0,10387
unknown,12,6,1.1558545,1,-1,0,unknown,0,10388
unknown,12,6,-2.6385002,1,-1,0,unknown,0,10389
unknown,12,6,-2.6385002,1,-1,0,unknown,0,10391
unknown,12,6,-2.6385002,1,-1,0,unknown,0,10392
unknown,12,6,0.21474174,1,-1,0,unknown,0,10393
unknown,12,6,-5.0011497,1,-1,0,unknown,0,10394
unknown,12,6,-5.0011497,1,-1,0,unknown,0,10395
unknown,12,6,-1.8034724,1,-1,0,unknown,0,10396
unknown,12,6,-1.2818002,3,-1,0,unknown,0,10397
unknown,5,5,-5.0011497,3,-1,0,unknown,0,104
unknown,12,6,-0.09069146,2,-1,0,unknown,0,10400
unknown,12,6,-1.2818002,1,-1,0,unknown,0,10401
unknown,12,6,0.77576935,1,-1,0,unknown,0,10402
unknown,12,6,0.21474174,1,-1,0,unknown,0,10403
unknown,12,6,1.1558545,2,-1,0,unknown,1,10404
unknown,12,6,-3.2021892,1,-1,0,unknown,0,10406
unknown,12,6,0.3855974,1,-1,0,unknown,0,10407
unknown,12,6,0.21474174,1,-1,0,unknown,0,10408
unknown,12,6,-0.15398479,1,-1,0,unknown,0,10409
unknown,7,5,-0.8609253,2,-1,0,unknown,0,1041
unknown,12,6,-1.7106793,1,-1,0,unknown,0,10410
unknown,12,6,0.21474174,1,-1,0,unknown,0,10412
unknown,12,6,-5.272784,3,-1,0,unknown,0,10414
unknown,12,6,-1.8034724,2,-1,0,unknown,0,10415
unknown,12,6,0.21474174,2,-1,0,unknown,0,10416
unknown,12,6,2.4156203,2,-1,0,unknown,1,10418
unknown,12,6,1.1558545,2,-1,0,unknown,0,10419
unknown,7,5,0.39736426,1,-1,0,unknown,0,1042
unknown,12,6,2.4156203,3,-1,0,unknown,0,10420
unknown,12,6,-0.78261614,2,-1,0,unknown,0,10421
unknown,12,6,1.1558545,17,-1,0,unknown,1,10422
unknown,12,6,0.21474174,2,-1,0,unknown,0,10423
unknown,12,6,-0.09069146,7,-1,0,unknown,0,10424
unknown,12,6,-0.78261614,2,-1,0,unknown,0,10425
unknown,12,6,-0.78261614,2,-1,0,unknown,0,10426
unknown,12,6,-0.09069146,2,-1,0,unknown,0,10427
unknown,12,6,1.7309884,4,-1,0,unknown,0,10428
unknown,12,6,0.21474174,3,-1,0,unknown,0,10429
unknown,12,6,1.7309884,2,-1,0,unknown,0,10430
unknown,12,6,0.21474174,2,-1,0,unknown,0,10431
unknown,12,6,-1.864814,4,-1,0,unknown,0,10432
unknown,12,6,-1.2818002,2,-1,0,unknown,0,10433
unknown,12,6,-0.78261614,6,-1,0,unknown,0,10434
unknown,12,6,-2.6385002,3,-1,0,unknown,0,10435
unknown,12,6,0.77576935,3,-1,0,unknown,0,10436
unknown,12,6,0.77576935,2,-1,0,unknown,0,10437
unknown,12,6,0.21474174,2,-1,0,unknown,0,10438
unknown,12,6,-2.6385002,3,-1,0,unknown,0,10439
unknown,7,5,0.3855974,1,-1,0,unknown,0,1044
unknown,12,6,-0.4389125,2,-1,0,unknown,0,10440
unknown,12,6,2.4156203,7,-1,0,unknown,1,10443
unknown,12,6,-0.78261614,3,-1,0,unknown,0,10444
unknown,12,6,0.21474174,3,-1,0,unknown,0,10445
unknown,12,6,-0.4389125,8,-1,0,unknown,0,10448
unknown,12,6,-0.09069146,2,-1,0,unknown,0,10449
unknown,12,6,-0.09069146,2,-1,0,unknown,0,10450
unknown,12,6,-0.78261614,6,-1,0,unknown,0,10451
unknown,12,6,-0.09069146,2,-1,0,unknown,0,10452
unknown,12,6,-1.7106793,8,-1,0,unknown,0,10453
unknown,12,6,-0.78261614,2,-1,0,unknown,0,10454
unknown,12,6,0.77576935,3,-1,0,unknown,1,10455
unknown,12,6,-0.4389125,4,-1,0,unknown,0,10456
unknown,12,6,-2.6385002,4,-1,0,unknown,0,10457
unknown,12,6,0.77576935,4,-1,0,unknown,0,10458
unknown,16,6,-1.2818002,2,-1,0,unknown,0,10459
unknown,7,5,-0.78261614,2,-1,0,unknown,0,1046
unknown,16,6,-0.09069146,2,-1,0,unknown,0,10461
unknown,16,6,-0.09069146,2,-1,0,unknown,0,10462
unknown,16,6,-5.0011497,2,-1,0,unknown,0,10463
unknown,16,6,1.1558545,3,-1,0,unknown,0,10464
unknown,16,6,-2.6385002,5,-1,0,unknown,0,10465
unknown,16,6,-0.4389125,4,-1,0,unknown,0,10466
unknown,16,6,1.7309884,21,-1,0,unknown,0,10467
unknown,16,6,-3.3099859,5,-1,0,unknown,0,10468
unknown,16,6,-0.4389125,2,-1,0,unknown,0,10469
unknown,7,5,-0.15398479,6,-1,0,unknown,0,1047
unknown,16,6,-1.7106793,2,-1,0,unknown,0,10470
unknown,16,6,-0.09069146,2,-1,0,unknown,0,10471
unknown,16,6,-0.4389125,6,-1,0,unknown,0,10473
unknown,16,6,0.39736426,3,-1,0,unknown,0,10474
unknown,16,6,-1.864814,2,-1,0,unknown,0,10475
unknown,16,6,-5.0011497,3,-1,0,unknown,0,10477
unknown,16,6,0.2830005,2,-1,0,unknown,0,10478
unknown,16,6,-0.78261614,2,-1,0,unknown,0,10479
unknown,7,5,0.21474174,5,-1,0,unknown,0,1048
unknown,16,6,-0.78261614,29,-1,0,unknown,0,10480
unknown,16,6,-1.7106793,4,-1,0,unknown,0,10481
unknown,16,6,-2.6385002,3,-1,0,unknown,0,10482
unknown,16,6,-0.78261614,5,-1,0,unknown,0,10483
unknown,16,6,-0.09069146,3,-1,0,unknown,0,10484
unknown,16,6,0.77576935,2,-1,0,unknown,1,10485
unknown,16,6,1.7309884,2,-1,0,unknown,0,10486
unknown,16,6,-2.6385002,3,-1,0,unknown,0,10487
unknown,16,6,-0.09069146,2,-1,0,unknown,0,10488
unknown,16,6,-0.4389125,2,-1,0,unknown,0,10489
unknown,7,5,-1.7106793,2,-1,0,unknown,0,1049
