datatype,total_count,count(non-NA count),count_na(NA count),na_ratio,min,max,mean,var(variance),std(standard deviation),sem(standard error),skew,kurtosis,q1(first quartile),"q2(second quartile, median)",q3(third quartile),moment_2,moment_3,moment_4,central_moment_2,central_moment_3,central_moment_4,sum,sum_2,sum_3,sum_4
float64,36619,36619,0,0.0,-0.1682434561839088,5.943767577544821,1.0633207329433761e-16,1.0000273089737293,1.0000136543936433,0.005225798860343487,5.775760712738327,31.361124641313197,-0.1682434561839088,-0.1682434561839088,-0.1682434561839088,1.0000000000000004,5.775524121360915,34.35667887642174,1.0000000000000004,5.775524121360915,34.35667887642174,3.893774191965349e-12,36619.000000000015,211493.91780011533,1258107.2237756876
float64,36619,36619,0,0.0,-0.5154107311200522,1.940200193012812,3.5702739938244744e-17,1.000027308973729,1.0000136543936433,0.005225798860343487,1.4248478276608239,0.030192978040187057,-0.5154107311200522,-0.5154107311200522,-0.5154107311200522,1.0000000000000002,1.42478946189276,3.03002501072066,1.0000000000000002,1.42478946189276,3.03002501072066,1.3073986337985843e-12,36619.00000000001,52174.365305050975,110956.48586757985
float64,36619,36619,0,0.0,-0.2282295343192338,4.381553872871072,-1.2418344326345998e-17,1.0000273089737293,1.0000136543936433,0.005225798860343487,4.153494477348849,15.252349399654518,-0.2282295343192338,-0.2282295343192338,-0.2282295343192338,1.0000000000000004,4.15332433855184,18.250103061207064,1.0000000000000004,4.15332433855184,18.250103061207064,-4.547473508864641e-13,36619.000000000015,152090.58395342983,668300.5239983414
float64,36619,36619,0,0.0,-0.1895454196848641,5.275780346803355,1.7851369969122372e-17,1.0000273089737284,1.0000136543936429,0.005225798860343484,5.086443282118315,23.87320912929993,-0.1895454196848641,-0.1895454196848641,-0.1895454196848641,0.9999999999999996,5.0862349271184915,26.86978573384003,0.9999999999999996,5.0862349271184915,26.86978573384003,6.536993168992922e-13,36618.999999999985,186252.83679615203,983944.683787488
float64,36619,36619,0,0.0,-0.3191449882107348,3.133372094001643,6.51963077133165e-17,1.0000273089737284,1.0000136543936429,0.005225798860343484,2.8143423891579817,5.92084645607849,-0.3191449882107348,-0.3191449882107348,-0.3191449882107348,0.9999999999999996,2.814227105790908,8.919874202968272,0.9999999999999996,2.814227105790908,8.919874202968272,2.3874235921539366e-12,36618.999999999985,103054.18238695725,326636.87343849515
float64,36619,36619,0,0.0,-0.1448958730606243,6.901507813004452,2.1732102571105498e-17,1.0000273089737286,1.000013654393643,0.005225798860343485,6.756888721079523,43.65792962746204,-0.1448958730606243,-0.1448958730606243,-0.1448958730606243,0.9999999999999998,6.756611939943828,46.6518049069915,0.9999999999999998,6.756611939943828,46.6518049069915,7.958078640513122e-13,36618.99999999999,247420.37262880304,1708342.4438891218
float64,36619,36619,0,0.0,-0.4492271743245555,2.22604521087481,1.0167519417195786e-16,1.000027308973729,1.0000136543936433,0.005225798860343487,1.7768908229879619,1.1574042071517754,-0.4492271743245555,-0.4492271743245555,-0.4492271743245555,1.0,1.7768180365502553,4.157082335010304,1.0000000000000002,1.7768180365502553,4.157082335010304,3.723243935382925e-12,36619.0,65065.299680433796,152228.1980257423
float64,36619,36619,0,0.0,-0.1703768456809867,5.869342139790509,7.140547987648949e-17,1.0000273089737293,1.0000136543936433,0.005225798860343487,5.699198749293923,30.48253122879661,-0.1703768456809867,-0.1703768456809867,-0.1703768456809867,1.0000000000000004,5.698965294109523,33.47820542346483,1.0000000000000004,5.698965294109523,33.47820542346483,2.6147972675971687e-12,36619.000000000015,208690.4101049966,1225938.4044018586
float64,36619,36619,0,0.0,-0.079675885151832,12.550848956298116,3.8807326019831246e-17,1.0000273089737284,1.0000136543936429,0.005225798860343484,12.471683946341845,153.55128688156435,-0.079675885151832,-0.079675885151832,-0.079675885151832,0.9999999999999996,12.471173071146286,156.5301577704842,0.9999999999999996,12.471173071146286,156.5301577704842,1.4210854715202004e-12,36618.999999999985,456681.88669230585,5731977.847397361
float64,36619,36619,0,0.0,-0.3603227224125843,2.7752898659967364,-6.597245423371312e-17,1.0000273089737288,1.000013654393643,0.005225798860343485,2.4150660714720646,3.8327534580031486,-0.3603227224125843,-0.3603227224125843,-0.3603227224125843,1.0,2.414967143584152,6.832066304590999,1.0,2.414967143584152,6.832066304590999,-2.4158453015843406e-12,36619.0,88433.68183090806,250183.4360078178
float64,36619,36619,0,0.0,-1.227648305295648,0.8145655361444707,5.238989012677218e-18,1.0000273089737293,1.0000136543936433,0.005225798860343487,-0.41309969087451975,-1.8294485663795808,-1.227648305295648,0.8145655361444707,0.8145655361444707,1.0000000000000004,-0.4130827691511773,1.1706373741696054,1.0000000000000004,-0.4130827691511773,1.1706373741696054,1.9184653865522705e-13,36619.000000000015,-15126.677923546962,42867.570004716785
float64,36619,36619,0,0.0,-0.6297240520091378,1.5879971501953838,-6.403208793272156e-17,1.0000273089737293,1.0000136543936433,0.005225798860343487,0.9583123533512277,-1.0816965148275985,-0.6297240520091378,-0.6297240520091378,1.5879971501953838,1.0000000000000007,0.9582730981862462,1.918287330707468,1.0000000000000004,0.9582730981862462,1.9182873307074677,-2.3447910280083306e-12,36619.00000000002,35091.00258248215,70245.76376317677
float64,36619,36619,0,0.0,-2.6020099436586737,1.84558022088675,1.5522930407932497e-17,1.000027308973729,1.0000136543936433,0.005225798860343487,-0.8553750974306451,0.7811874193017108,-0.5414026692986319,0.1942893274496931,0.5724154060740202,1.0000000000000002,-0.8553400588647192,3.7809169142654024,1.0000000000000002,-0.8553400588647192,3.7809169142654024,5.684341886080801e-13,36619.00000000001,-31321.69761556715,138453.39648348477
float64,36619,36619,0,0.0,-0.5727005475892046,18.06214569973944,2.561283517308862e-17,1.0000273089737286,1.000013654393643,0.005225798860343485,4.6748989955445985,34.038834749947235,-0.5727005475892046,-0.2457734204430881,0.0811537067030284,0.9999999999999998,4.674707498554392,37.03402338144318,0.9999999999999998,4.674707498554392,37.03402338144318,9.379164112033322e-13,36618.99999999999,171183.11388956328,1356148.9022050677
float64,36619,36619,0,0.0,-0.411407744219683,8.26975992468491,1.11765098937114e-16,1.000027308973729,1.0000136543936433,0.005225798860343487,2.622245851675323,7.0159563953863415,-0.411407744219683,-0.411407744219683,-0.411407744219683,1.0000000000000002,2.6221384371218432,10.01483462043332,1.0000000000000002,2.622138437121843,10.01483462043332,4.092726157978177e-12,36619.00000000001,96020.08742896478,366733.22896564775
float64,36619,36619,0,0.0,-0.2431116303170013,113.68972611209853,9.003299636600849e-17,1.0000273089737293,1.0000136543936433,0.005225798860343487,44.28611860921541,4609.163318204183,-0.2431116303170013,-0.2431116303170013,-0.2431116303170013,1.0000000000000002,44.28430452543957,4611.533838006261,1.0000000000000004,44.28430452543957,4611.533838006261,3.296918293926865e-12,36619.00000000001,1621646.9474170718,168869757.6139513
int64,36619,36619,0,0.0,0.0,1.0,0.11758922963488899,0.10376483634256836,0.32212549781501054,0.0016833400743812492,2.3744264891846596,3.638099849679188,0.0,0.0,0.0,0.11758922963488899,0.11758922963488899,0.11758922963488899,0.10376200270876233,0.07935941478096906,0.07146234309036273,4306.0,4306.0,4306.0,4306.0
int64,36619,36619,0,0.0,1.0,45211.0,22592.404134465716,170357759.7003172,13052.11705817555,68.20680712508994,0.0031116816923173907,-1.2044243923096658,11269.5,22582.0,33911.5,680769832.1068025,23084518020322.504,8.349648393293688e+17,170353107.531779,6918348973.158251,5.210794705440962e+16,827311247.0,24929110481919.0,8.453319653861898e+17,-9.124222808278066e+18
float64,36619,36619,0,0.0,-1.356629531599112,0.7371209137849603,1.49020131916152e-16,1.000027308973729,1.0000136543936433,0.005225798860343487,-0.6195339956662965,-1.6162659059125581,-1.356629531599112,0.7371209137849603,0.7371209137849603,1.0,-0.6195086178141516,1.383790927546001,1.0000000000000002,-0.619508617814152,1.383790927546001,5.4569682106375694e-12,36619.0,-22685.786075736414,50673.03997580701
float64,36619,36619,0,0.0,-0.2585784919502055,3.867297672199937,4.656879122379749e-17,1.0000273089737286,1.000013654393643,0.005225798860343485,3.6088670095763224,11.024523210212351,-0.2585784919502055,-0.2585784919502055,-0.2585784919502055,0.9999999999999998,3.6087191802497323,14.022854121902293,0.9999999999999998,3.6087191802497323,14.022854121902293,1.7053025658242404e-12,36618.99999999999,132147.68766156494,513502.8950899401
float64,36619,36619,0,0.0,-0.6381475862718406,1.5670356223427229,-1.9869350922153598e-16,1.0000273089737293,1.0000136543936433,0.005225798860343487,0.9289260874918964,-1.1371584345236625,-0.6381475862718406,-0.6381475862718406,1.5670356223427229,1.0000000000000004,0.9288880360708823,1.862832983555621,1.0000000000000004,0.9288880360708828,1.8628329835556223,-7.275957614183426e-12,36619.000000000015,34014.95099287964,68215.08102482329
float64,36619,36619,0,0.0,-0.1798203634277629,5.561105432876728,4.9673377305383994e-17,1.0000273089737293,1.0000136543936433,0.005225798860343487,5.381505511026228,26.962074135158836,-0.1798203634277629,-0.1798203634277629,-0.1798203634277629,1.0000000000000004,5.381285069448965,29.958228998674354,1.0000000000000004,5.381285069448965,29.958228998674354,1.8189894035458565e-12,36619.000000000015,197057.27795815165,1097040.3877024562
float64,36619,36619,0,0.0,-0.2508584431343121,3.986311911632928,7.140547987648949e-17,1.0000273089737284,1.0000136543936429,0.005225798860343484,3.735606489430194,11.955408802949007,-0.2508584431343121,-0.2508584431343121,-0.2508584431343121,0.9999999999999996,3.735453468498617,14.953612615318333,0.9999999999999996,3.7354534684986165,14.953612615318333,2.6147972675971687e-12,36618.999999999985,136788.57056295086,547586.3403603421
float64,36619,36619,0,0.0,-0.1010305801678474,9.897993244606218,-4.656879122379749e-17,1.0000273089737293,1.0000136543936433,0.005225798860343487,9.797363991978964,93.9934747788243,-0.1010305801678474,-0.1010305801678474,-0.1010305801678474,1.0000000000000007,9.796962664438377,96.98047744839943,1.0000000000000007,9.796962664438377,96.98047744839943,-1.7053025658242404e-12,36619.00000000002,358754.97580906894,3551328.1036829385
float64,36619,36619,0,0.0,-0.2622255167570505,3.813511409442624,1.49020131916152e-16,1.0000273089737293,1.0000136543936433,0.005225798860343487,3.551431369287054,10.613244425570475,-0.2622255167570505,-0.2622255167570505,-0.2622255167570505,1.0000000000000002,3.5512858926855744,13.611631491587572,1.0000000000000004,3.5512858926855744,13.611631491587572,5.4569682106375694e-12,36619.00000000001,130044.53810425305,498444.3335904453
float64,36619,36619,0,0.0,-0.6623374672477577,1.5098043662777336,1.2418344326345998e-17,1.0000273089737286,1.000013654393643,0.005225798860343485,0.8475016150759556,-1.2818110234020699,-0.6623374672477577,-0.6623374672477577,1.5098043662777336,0.9999999999999998,0.8474668990299756,1.7182001449514832,0.9999999999999998,0.8474668990299756,1.7182001449514832,4.547473508864641e-13,36618.99999999999,31033.390375578678,62918.77110797836
float64,36619,36619,0,0.0,-0.3686401050046035,2.7126728384246537,6.209172163172999e-17,1.000027308973729,1.0000136543936433,0.005225798860343487,2.3441287555163055,3.4951305110972264,-0.3686401050046035,-0.3686401050046035,-0.3686401050046035,1.0000000000000002,2.344032733420051,6.494489455344673,1.0000000000000002,2.344032733420051,6.494489455344673,2.2737367544323206e-12,36619.00000000001,85836.13466510884,237821.70936526658
float64,36619,36619,0,0.0,-0.4234594388652191,2.3615012636860486,-3.7255032979038e-17,1.0000273089737288,1.000013654393643,0.005225798860343485,1.9381212157081658,1.7564097726721606,-0.4234594388652191,-0.4234594388652191,-0.4234594388652191,1.0,1.9380418248208298,4.756006114754851,1.0,1.9380418248208298,4.756006114754851,-1.3642420526593924e-12,36619.0,70969.15358311396,174160.18791620788
float64,36619,36619,0,0.0,-0.3983036327915593,2.510647450015404,2.3594854220057397e-16,1.0000273089737293,1.0000136543936433,0.005225798860343487,2.1124303483027203,2.4624964662772575,-0.3983036327915593,-0.3983036327915593,-0.3983036327915593,1.0000000000000007,2.1123438172238465,5.461996402163808,1.0000000000000004,2.1123438172238456,5.461996402163802,8.640199666842818e-12,36619.00000000002,77351.91824292003,200012.84625083648
float64,36619,36619,0,0.0,-0.1129141221559313,8.856288132134852,5.5882549468557e-17,1.000027308973729,1.0000136543936433,0.005225798860343487,8.743732177801752,74.45691896718289,-0.1129141221559313,-0.1129141221559313,-0.1129141221559313,1.0000000000000002,8.743374009978918,77.44658907837483,1.0000000000000002,8.743374009978918,77.44658907837483,2.0463630789890885e-12,36619.00000000001,320173.612871418,2836016.645461008
float64,36619,36619,0,0.0,-0.1291746933177995,7.741454415841106,5.5882549468557e-17,1.0000273089737284,1.0000136543936429,0.005225798860343484,7.6125915556499635,55.95460623246046,-0.1291746933177995,-0.1291746933177995,-0.1291746933177995,0.9999999999999996,7.612279722523304,58.94680257393949,0.9999999999999996,7.612279722523304,58.94680257393949,2.0463630789890885e-12,36618.999999999985,278754.0711590809,2158572.9634550903
float64,36619,36619,0,0.0,-0.310393976787121,3.22171200082866,3.1045860815864995e-17,1.0000273089737288,1.000013654393643,0.005225798860343485,2.9114372846881813,6.476820800687854,-0.310393976787121,-0.310393976787121,-0.310393976787121,1.0,2.91131802404154,9.475772637109129,1.0,2.91131802404154,9.475772637109129,1.1368683772161603e-12,36619.0,106609.55472237716,346993.3181982992
float64,36619,36619,0,0.0,-0.0680917641142601,14.68606391695137,4.0359619060624494e-17,1.0000273089737284,1.0000136543936429,0.005225798860343484,14.618570970553742,211.71418029635038,-0.0680917641142601,-0.0680917641142601,-0.0680917641142601,0.9999999999999996,14.617972152837108,214.68510986112122,0.9999999999999996,14.617972152837108,214.68510986112122,1.4779288903810084e-12,36618.999999999985,535295.5222647421,7861554.038004398
float64,36619,36619,0,0.0,-0.0843991251212482,11.848464051770607,9.003299636600849e-17,1.0000273089737284,1.0000136543936429,0.005225798860343484,11.764546835523177,136.41201258292114,-0.0843991251212482,-0.0843991251212482,-0.0843991251212482,0.9999999999999996,11.764064926649358,139.39322359842154,0.9999999999999996,11.764064926649358,139.39322359842154,3.296918293926865e-12,36618.999999999985,430788.2935489728,5104440.454950598
float64,36619,36619,0,0.0,-0.174158453201151,5.741897574417541,-6.209172163172999e-18,1.000027308973729,1.0000136543936433,0.005225798860343487,5.56796720078806,29.0038428331751,-0.174158453201151,-0.174158453201151,-0.174158453201151,1.0000000000000002,5.567739121216389,31.999718921923453,1.0000000000000002,5.567739121216389,31.999718921923453,-2.2737367544323206e-13,36619.00000000001,203885.03887982297,1171797.7072019149
float64,36619,36619,0,0.0,-0.1550802680494783,6.448273610675924,-6.209172163172999e-18,1.0000273089737286,1.000013654393643,0.005225798860343485,6.293451140057464,37.60958135135336,-0.1550802680494783,-0.1550802680494783,-0.1550802680494783,0.9999999999999998,6.293193342626444,40.60428244767782,0.9999999999999998,6.293193342626444,40.60428244767782,-2.2737367544323206e-13,36618.99999999999,230450.44701363775,1486888.218951514
float64,36619,36619,0,0.0,-0.1821538787674808,5.4898638819352215,1.5522930407932497e-17,1.0000273089737286,1.000013654393643,0.005225798860343485,5.3079274307802295,26.175523221759,-0.1821538787674808,-0.1821538787674808,-0.1821538787674808,0.9999999999999998,5.307710003167739,29.171785477726893,0.9999999999999998,5.307710003167739,29.171785477726893,5.684341886080801e-13,36618.99999999999,194363.03260599944,1068241.612408881
float64,36619,36619,0,0.0,-0.209454414260869,4.7743085459852415,-1.5522930407932497e-17,1.0000273089737288,1.000013654393643,0.005225798860343485,4.565041128627865,18.840629511494015,-0.209454414260869,-0.209454414260869,-0.209454414260869,1.0,4.564854131724374,21.83789324392108,1.0,4.564854131724374,21.83789324392108,-5.684341886080801e-13,36619.0,167160.39344961484,799681.812699146
float64,36619,36619,0,0.0,-0.2098093354321906,4.766232150443061,7.4510065958076e-17,1.0000273089737284,1.0000136543936429,0.005225798860343484,4.556609466529805,18.76371463508113,-0.2098093354321906,-0.2098093354321906,-0.2098093354321906,0.9999999999999994,4.556422815010869,21.760988869151575,0.9999999999999996,4.556422815010869,21.760988869151575,2.7284841053187847e-12,36618.99999999998,166851.647062883,796865.6513994616
float64,36619,36619,0,0.0,-0.2037057147026141,4.909042446157583,6.053942859093675e-17,1.0000273089737288,1.000013654393643,0.005225798860343485,4.705529483155959,20.143107859031424,-0.2037057147026141,-0.2037057147026141,-0.2037057147026141,0.9999999999999998,4.7053367314549694,23.140193756379325,1.0,4.7053367314549694,23.140193756379325,2.2168933355715126e-12,36618.99999999999,172304.72576914952,847370.7551648545
float64,36619,36619,0,0.0,-0.2063811342273947,4.845404129324053,-9.934675461076799e-17,1.0000273089737286,1.000013654393643,0.005225798860343485,4.63921303028952,19.523363834367245,-0.2063811342273947,-0.2063811342273947,-0.2063811342273947,1.0,4.639022995096659,22.520534349035568,0.9999999999999998,4.639022995096659,22.520534349035568,-3.637978807091713e-12,36619.0,169876.38305744456,824679.4473273335
float64,36619,36619,0,0.0,-0.1887710039324807,5.297423752419511,3.7255032979038e-17,1.0000273089737288,1.000013654393643,0.005225798860343485,5.108862021821381,24.101787509243316,-0.1887710039324807,-0.1887710039324807,-0.1887710039324807,1.0,5.10865274848703,27.098332904624083,1.0,5.10865274848703,27.098332904624083,1.3642420526593924e-12,36619.0,187073.75499684655,992313.8526344293
float64,36619,36619,0,0.0,-0.1088765509348319,9.18471416860505,-1.2418344326345998e-17,1.0000273089737288,1.000013654393643,0.005225798860343485,9.076209404693879,80.38196733305422,-0.1088765509348319,-0.1088765509348319,-0.1088765509348319,1.0,9.075837617670217,83.37082846231782,1.0,9.075837617670217,83.37082846231782,-4.547473508864641e-13,36619.0,332348.0977214657,3052956.367461616
float64,36619,36619,0,0.0,-0.1852516022617593,5.398063972407678,1.4281095975297898e-16,1.0000273089737293,1.0000136543936433,0.005225798860343487,5.213025910325638,25.17701421803317,-0.1852516022617593,-0.1852516022617593,-0.1852516022617593,1.0000000000000004,5.212812370145919,28.173412806346317,1.0000000000000004,5.212812370145919,28.173412806346317,5.229594535194337e-12,36619.000000000015,190887.97618237342,1031682.2035555957
float64,36619,36619,0,0.0,-0.1951184509156998,5.125091939316626,6.830089379490299e-17,1.0000273089737286,1.000013654393643,0.005225798860343485,4.930175442231219,22.307848263810335,-0.1951184509156998,-0.1951184509156998,-0.1951184509156998,0.9999999999999998,4.929973488400927,25.304638596335995,0.9999999999999998,4.929973488400927,25.304638596335995,2.5011104298755527e-12,36618.99999999999,180530.69917175354,926630.5607592278
float64,36619,36619,0,0.0,-0.1895454196848641,5.275780346803355,5.5882549468557e-17,1.0000273089737286,1.000013654393643,0.005225798860343485,5.086443282118313,23.873209129299923,-0.1895454196848641,-0.1895454196848641,-0.1895454196848641,0.9999999999999998,5.0862349271184915,26.869785733840033,0.9999999999999998,5.0862349271184915,26.869785733840033,2.0463630789890885e-12,36618.99999999999,186252.83679615203,983944.6837874881
float64,36619,36619,0,0.0,-0.2064530393776113,4.8437165324118,-1.2418344326345998e-17,1.000027308973729,1.0000136543936433,0.005225798860343487,4.637453456149951,19.50703996036416,-0.2064530393776113,-0.2064530393776113,-0.2064530393776113,1.0000000000000002,4.637263493034189,22.50421270382765,1.0000000000000002,4.637263493034189,22.50421270382765,-4.547473508864641e-13,36619.00000000001,169811.95185141897,824081.7650014648
float64,36619,36619,0,0.0,-0.1976681495581752,5.058983970028476,3.1045860815864995e-17,1.0000273089737284,1.0000136543936429,0.005225798860343484,4.86151496177451,21.635509375420646,-0.1976681495581752,-0.1976681495581752,-0.1976681495581752,0.9999999999999996,4.861315820470299,24.632391506354825,0.9999999999999996,4.861315820470299,24.632391506354825,1.1368683772161603e-12,36618.999999999985,178016.5240298019,902013.5445712074
float64,36619,36619,0,0.0,-0.1815127665813976,5.509254356230418,5.5882549468557e-17,1.0000273089737286,1.000013654393643,0.005225798860343485,5.327959837845158,26.38859728237083,-0.1815127665813976,-0.1815127665813976,-0.1815127665813976,0.9999999999999998,5.32774158964902,29.38483044607588,0.9999999999999998,5.32774158964902,29.38483044607588,2.0463630789890885e-12,36618.99999999999,195096.56927135747,1076043.1061048526
float64,36619,36619,0,0.0,-0.2112945911126652,4.732728815887136,1.30392615426633e-16,1.0000273089737297,1.0000136543936435,0.005225798860343488,4.521619443003785,18.446049842236775,-0.2112945911126652,-0.2112945911126652,-0.2112945911126652,1.0000000000000009,4.521434224774475,21.443367448961943,1.0000000000000009,4.521434224774475,21.443367448961943,4.774847184307873e-12,36619.00000000004,165570.3998770165,785234.6726135374
float64,36619,36619,0,0.0,-0.2331537210206009,4.289015828795812,1.49020131916152e-16,1.000027308973729,1.0000136543936433,0.005225798860343487,4.056028254082028,14.4521545203904,-0.2331537210206009,-0.2331537210206009,-0.2331537210206009,1.0,4.055862107775213,17.450017437286785,1.0000000000000002,4.055862107775213,17.450017437286785,5.4569682106375694e-12,36619.0,148521.61452462053,639002.1885360047
float64,36619,36619,0,0.0,-0.2015879442849331,4.960614105903856,1.7696140665043047e-16,1.0000273089737288,1.000013654393643,0.005225798860343485,4.759221112679827,20.65131349794978,-0.2015879442849331,-0.2015879442849331,-0.2015879442849331,1.0,4.759026161618923,23.64833000697334,1.0,4.759026161618923,23.64833000697334,6.480149750132114e-12,36619.0,174270.77901232336,865978.1965253567
float64,36619,36619,0,0.0,-0.2539190223606183,3.938263430219852,-9.313758244759498e-17,1.0000273089737284,1.0000136543936429,0.005225798860343484,3.684495335134408,11.576138119282641,-0.2539190223606183,-0.2539190223606183,-0.2539190223606183,0.9999999999999996,3.684344407859233,14.574393715723604,0.9999999999999996,3.684344407859233,14.574393715723604,-3.410605131648481e-12,36618.999999999985,134917.00787139725,533699.7234760827
float64,36619,36619,0,0.0,-0.2168754025732796,4.610942449603576,8.692841028442199e-17,1.0000273089737286,1.000013654393643,0.005225798860343485,4.394247047728635,17.310352543597176,-0.2168754025732796,-0.2168754025732796,-0.2168754025732796,0.9999999999999998,4.394067047030296,20.307825213797553,0.9999999999999998,4.394067047030296,20.307825213797553,3.183231456205249e-12,36618.99999999999,160906.3411952024,743652.2515040525
float64,36619,36619,0,0.0,-0.1426201048305435,7.011634167484078,-3.1045860815864996e-18,1.000027308973729,1.0000136543936433,0.005225798860343487,6.869295448284415,45.18968805344808,-0.1426201048305435,-0.1426201048305435,-0.1426201048305435,1.0000000000000002,6.869014062653534,48.183354192932015,1.0000000000000002,6.869014062653534,48.183354192932015,-1.1368683772161603e-13,36619.00000000001,251536.42596030975,1764426.2471909774
float64,36619,36619,0,0.0,-0.1467513963369121,6.81424521306903,9.313758244759498e-17,1.0000273089737284,1.0000136543936429,0.005225798860343484,6.667766947189695,42.461435152157875,-0.1467513963369121,-0.1467513963369121,-0.1467513963369121,0.9999999999999996,6.667493816732113,45.455473796161016,0.9999999999999996,6.667493816732113,45.455473796161016,3.410605131648481e-12,36618.999999999985,244156.95607491327,1664533.9949416202
float64,36619,36619,0,0.0,-0.0983765877454245,10.165020183336347,6.209172163172999e-17,1.0000273089737288,1.000013654393643,0.005225798860343485,10.067055970472266,99.3510421114602,-0.0983765877454245,-0.0983765877454245,-0.0983765877454245,1.0,10.066643595590923,102.3373132806517,1.0,10.066643595590923,102.3373132806517,2.2737367544323206e-12,36619.0,368630.421826944,3747490.075024185
float64,36619,36619,0,0.0,-0.1386827684500651,7.2107011647958625,4.9673377305383994e-17,1.0000273089737282,1.0000136543936429,0.005225798860343484,7.072308097944886,48.02016452047734,-0.1386827684500651,-0.1386827684500651,-0.1386827684500651,0.9999999999999994,7.072018396345796,51.013444198253374,0.9999999999999994,7.072018396345796,51.013444198253374,1.8189894035458565e-12,36618.99999999998,258970.2416557867,1868061.3130958404
