age,job,marital,education,default,balance,housing,loan,uid1
49,blue-collar,divorced,secondary,no,1869,no,yes,10179
39,admin.,married,secondary,no,367,yes,no,1018
55,retired,married,primary,no,8894,no,no,10180
40,blue-collar,married,secondary,no,11084,no,no,10181
45,technician,divorced,secondary,no,0,yes,yes,10182
45,self-employed,married,primary,no,750,no,no,10183
48,admin.,married,secondary,no,155,no,no,10184
56,blue-collar,married,secondary,no,0,no,no,10185
41,housemaid,divorced,secondary,no,637,yes,yes,10186
38,admin.,married,primary,no,464,no,yes,10187
59,technician,married,tertiary,no,4445,no,no,10188
25,blue-collar,married,primary,no,-83,yes,no,10189
52,entrepreneur,divorced,primary,no,278,yes,no,1019
57,housemaid,married,primary,no,2234,no,no,10190
54,admin.,married,secondary,no,1326,yes,no,10191
36,unemployed,single,tertiary,no,9019,yes,no,10193
36,services,married,secondary,no,2153,no,no,10194
48,management,married,secondary,no,397,no,no,10195
39,retired,married,secondary,no,-160,yes,no,10196
43,entrepreneur,married,tertiary,no,396,no,no,10198
36,management,married,tertiary,no,336,no,no,10199
53,blue-collar,married,primary,no,90,no,no,102
42,self-employed,married,tertiary,no,2821,no,no,10201
37,admin.,single,secondary,no,1560,yes,no,10202
41,management,married,tertiary,no,6204,no,yes,10205
44,management,single,tertiary,no,825,yes,no,10206
42,blue-collar,married,unknown,no,8600,no,no,10207
55,housemaid,married,primary,no,0,no,no,10209
36,entrepreneur,married,tertiary,no,1722,yes,no,1021
60,housemaid,married,secondary,no,3587,no,no,10210
48,technician,married,tertiary,no,2369,no,no,10211
58,management,married,tertiary,no,313,no,no,10212
51,retired,married,primary,no,2525,no,no,10214
37,entrepreneur,single,tertiary,no,108,no,no,10215
49,services,single,secondary,no,133,no,no,10216
58,retired,married,primary,no,5092,no,no,10217
36,unemployed,married,secondary,no,1766,no,no,10218
41,entrepreneur,married,secondary,no,2480,yes,no,10219
43,retired,married,primary,no,7298,no,no,10220
45,unknown,married,unknown,no,360,no,no,10221
39,admin.,single,tertiary,no,23,no,no,10223
36,blue-collar,married,secondary,no,219,no,no,10224
46,unknown,married,primary,no,285,no,no,10225
57,management,married,tertiary,no,1571,no,no,10226
40,services,married,secondary,no,1325,no,no,10227
35,technician,single,tertiary,no,18,yes,yes,10229
31,admin.,divorced,secondary,no,308,yes,no,1023
45,services,married,primary,no,116,yes,no,10230
56,housemaid,single,primary,no,1,no,no,10231
35,management,married,tertiary,no,810,no,no,10232
54,retired,married,secondary,no,3671,no,no,10233
51,entrepreneur,single,tertiary,yes,15,no,no,10234
39,self-employed,married,tertiary,no,0,no,no,10235
49,admin.,married,secondary,no,1788,yes,no,10237
38,blue-collar,single,tertiary,no,797,yes,no,10238
32,technician,divorced,secondary,no,2,yes,no,10239
43,technician,divorced,tertiary,no,1026,yes,yes,1024
57,admin.,married,secondary,no,5888,no,yes,10240
41,self-employed,single,tertiary,no,1755,no,no,10241
40,admin.,single,tertiary,no,1248,no,no,10242
44,blue-collar,married,primary,no,321,yes,no,10243
45,services,married,secondary,no,1306,no,no,10244
52,admin.,married,secondary,no,4233,no,no,10245
36,blue-collar,married,secondary,no,1704,no,no,10246
36,admin.,divorced,secondary,no,0,no,no,10248
58,housemaid,married,tertiary,no,497,no,no,10249
43,blue-collar,single,primary,no,548,yes,no,1025
43,technician,single,secondary,no,59,yes,no,10250
48,blue-collar,married,primary,no,3304,no,no,10251
60,management,married,tertiary,no,79,no,no,10252
29,admin.,single,secondary,no,171,yes,no,10253
37,blue-collar,married,primary,yes,-142,no,no,10254
40,services,single,secondary,no,316,no,no,10255
31,blue-collar,married,secondary,no,30,yes,no,10256
36,blue-collar,married,primary,no,272,no,no,10258
36,admin.,married,secondary,no,0,no,no,10259
39,blue-collar,married,secondary,no,356,yes,yes,1026
51,blue-collar,married,primary,no,2995,yes,no,10260
55,management,married,tertiary,no,10957,no,no,10261
44,technician,married,tertiary,no,1454,no,no,10262
59,retired,single,secondary,no,2432,no,no,10264
47,management,single,tertiary,no,0,no,no,10265
42,blue-collar,married,primary,no,530,no,no,10266
40,technician,married,secondary,no,240,no,no,10267
39,blue-collar,married,unknown,no,2952,yes,no,10268
40,blue-collar,divorced,secondary,no,181,no,no,10269
40,technician,married,primary,no,164,yes,no,1027
56,technician,married,secondary,no,225,yes,no,10270
47,management,married,unknown,no,0,no,no,10271
34,blue-collar,married,secondary,no,352,yes,no,10272
38,blue-collar,married,secondary,no,2342,no,no,10273
38,blue-collar,single,primary,no,1691,no,no,10275
52,management,divorced,tertiary,no,50,yes,no,10276
35,blue-collar,married,secondary,no,728,yes,no,10277
31,technician,single,secondary,no,1094,yes,no,10278
37,management,single,tertiary,no,8828,no,no,10279
58,management,married,tertiary,no,211,no,no,1028
53,self-employed,divorced,tertiary,no,1841,no,no,10280
45,management,married,tertiary,no,3370,no,no,10281
44,services,single,secondary,no,106,no,no,10282
49,unknown,married,primary,no,142,no,no,10283
37,blue-collar,married,secondary,no,1590,no,no,10284
55,blue-collar,married,secondary,no,0,no,no,10286
46,services,married,secondary,no,6913,no,no,10287
38,technician,married,tertiary,no,0,no,no,10288
55,admin.,married,secondary,no,3664,no,yes,10289
31,blue-collar,married,primary,no,19,yes,no,1029
46,blue-collar,married,primary,no,642,no,no,10291
40,entrepreneur,married,secondary,no,2252,no,no,10293
37,services,married,primary,no,0,yes,yes,10294
46,management,divorced,secondary,no,270,no,no,10295
55,blue-collar,divorced,primary,no,215,no,no,10296
56,blue-collar,divorced,primary,no,596,no,no,10297
38,blue-collar,divorced,primary,no,0,no,no,10298
52,blue-collar,married,primary,no,128,yes,no,103
41,blue-collar,married,secondary,no,108,yes,yes,1030
58,admin.,married,secondary,no,826,no,no,10300
46,management,married,secondary,no,0,no,no,10301
41,services,married,secondary,no,4283,yes,no,10302
40,management,married,secondary,no,2596,no,no,10303
56,admin.,married,secondary,no,1290,no,no,10304
45,blue-collar,married,primary,no,714,no,no,10305
44,retired,married,secondary,no,2692,no,no,10306
57,retired,single,secondary,no,5305,no,no,10307
44,blue-collar,married,secondary,no,1671,no,no,10308
35,unemployed,divorced,secondary,no,45,no,no,10309
37,management,married,tertiary,no,308,yes,no,1031
53,housemaid,divorced,secondary,no,292,no,no,10311
47,services,married,secondary,no,440,yes,no,10312
35,blue-collar,divorced,primary,no,0,no,no,10313
36,unemployed,married,primary,no,0,no,no,10314
46,technician,married,tertiary,no,53,no,no,10316
57,entrepreneur,married,secondary,no,5657,yes,no,10317
39,management,single,secondary,no,120,no,no,10318
59,management,married,tertiary,no,3165,yes,no,10319
44,services,divorced,secondary,no,7,yes,yes,1032
49,blue-collar,married,tertiary,no,1784,no,no,10320
51,services,married,secondary,no,209,no,no,10321
43,services,married,secondary,no,0,no,no,10323
50,unemployed,married,secondary,no,5164,no,no,10327
39,admin.,married,secondary,no,1221,no,no,10328
37,technician,married,tertiary,no,16,yes,yes,1033
39,self-employed,married,tertiary,no,2630,no,no,10330
49,blue-collar,married,primary,no,518,yes,no,10331
51,housemaid,married,primary,no,2499,no,no,10332
57,blue-collar,married,unknown,no,108,no,no,10333
43,services,married,secondary,no,2478,yes,no,10334
53,self-employed,married,tertiary,no,4397,yes,no,10335
45,housemaid,divorced,primary,no,221,no,no,10337
42,blue-collar,married,secondary,no,273,no,no,10338
37,housemaid,married,secondary,no,187,no,no,10339
39,blue-collar,married,primary,no,867,yes,no,1034
58,retired,married,primary,no,657,yes,no,10341
36,blue-collar,married,primary,no,398,yes,no,10342
38,admin.,married,secondary,no,545,no,no,10343
50,unknown,single,unknown,no,490,no,no,10344
55,entrepreneur,married,secondary,no,113,yes,no,10345
36,technician,married,secondary,no,1319,yes,no,10347
50,blue-collar,married,primary,no,260,yes,no,10348
40,admin.,married,secondary,no,2082,no,no,10349
41,blue-collar,single,secondary,no,277,yes,no,1035
36,student,single,secondary,no,409,yes,no,10350
54,blue-collar,married,primary,no,1087,yes,no,10351
39,blue-collar,married,secondary,no,1367,no,no,10352
40,housemaid,married,secondary,no,3944,yes,no,10353
36,blue-collar,married,secondary,no,753,yes,no,10354
47,housemaid,single,tertiary,no,456,no,no,10355
60,retired,single,secondary,no,1625,no,no,10356
39,blue-collar,married,primary,no,292,no,no,10357
36,blue-collar,married,primary,no,4138,no,no,10358
52,blue-collar,divorced,primary,no,196,yes,no,1036
59,retired,married,secondary,no,3353,no,no,10361
42,unknown,single,secondary,no,1456,no,no,10362
38,blue-collar,divorced,primary,no,0,no,no,10363
54,technician,married,unknown,no,2564,no,no,10364
48,blue-collar,single,secondary,no,580,yes,no,10366
55,retired,married,secondary,no,2312,no,no,10367
40,blue-collar,married,secondary,no,952,no,yes,10368
29,blue-collar,single,primary,no,365,yes,yes,1037
47,services,married,secondary,no,137,no,no,10370
59,entrepreneur,married,tertiary,no,631,yes,no,10371
55,entrepreneur,married,primary,no,214,no,no,10373
58,management,married,primary,no,0,no,no,10374
56,self-employed,married,secondary,no,1113,no,no,10376
39,blue-collar,married,primary,no,1397,yes,no,10377
37,technician,married,secondary,yes,693,no,no,10379
47,housemaid,single,tertiary,no,3727,no,no,10381
38,services,married,secondary,no,702,yes,no,10382
38,services,married,secondary,no,309,no,no,10383
40,services,married,secondary,no,1291,no,yes,10384
38,blue-collar,married,primary,no,506,yes,yes,10385
40,technician,married,secondary,no,8379,no,no,10386
55,blue-collar,married,primary,no,472,no,no,10387
49,admin.,married,secondary,no,2732,no,no,10388
49,blue-collar,married,primary,no,937,yes,no,10389
40,management,married,tertiary,no,1041,yes,no,10391
47,blue-collar,married,primary,no,1610,yes,no,10392
43,blue-collar,married,secondary,no,664,yes,no,10393
45,management,married,primary,no,0,no,yes,10394
52,unknown,married,unknown,no,1317,no,no,10395
36,student,single,unknown,no,172,no,no,10396
43,management,divorced,tertiary,no,1052,no,no,10397
59,blue-collar,married,primary,no,179,yes,no,104
43,housemaid,married,secondary,no,1476,no,no,10400
35,blue-collar,married,primary,no,1116,yes,no,10401
35,admin.,single,secondary,no,163,yes,no,10402
41,services,married,secondary,no,-700,no,yes,10403
40,management,married,secondary,no,406,yes,no,10404
35,admin.,single,secondary,no,128,no,no,10406
56,blue-collar,married,secondary,no,2190,no,yes,10407
43,blue-collar,single,primary,no,999,yes,no,10408
54,retired,married,primary,no,2243,no,no,10409
56,blue-collar,married,primary,no,862,yes,yes,1041
49,management,married,secondary,no,4848,no,no,10410
53,unemployed,married,secondary,no,0,yes,no,10412
48,blue-collar,married,primary,no,916,no,no,10414
35,admin.,married,secondary,no,0,no,no,10415
44,management,single,tertiary,no,3355,yes,no,10416
48,blue-collar,married,secondary,no,1000,yes,no,10418
37,services,married,secondary,no,1627,yes,no,10419
48,admin.,married,secondary,no,359,yes,no,1042
60,housemaid,married,primary,no,517,no,no,10420
44,management,married,tertiary,no,677,yes,no,10421
27,admin.,single,secondary,no,18188,yes,no,10422
38,unemployed,married,primary,no,-363,no,no,10423
40,housemaid,married,secondary,no,84,yes,yes,10424
38,management,divorced,tertiary,no,10638,no,no,10425
51,technician,divorced,primary,no,548,no,no,10426
52,entrepreneur,divorced,tertiary,no,199,yes,yes,10427
58,retired,married,primary,no,1761,no,no,10428
55,management,married,tertiary,no,1433,no,no,10429
39,services,married,secondary,no,2813,no,no,10430
37,technician,single,secondary,no,18,no,no,10431
52,housemaid,married,primary,no,310,no,yes,10432
49,blue-collar,married,primary,no,3049,no,no,10433
42,unemployed,married,secondary,no,583,yes,no,10434
46,management,single,tertiary,no,2223,no,no,10435
43,management,single,tertiary,no,5658,no,no,10436
36,entrepreneur,married,primary,no,6317,no,no,10437
47,housemaid,married,tertiary,no,1985,no,no,10438
41,blue-collar,married,secondary,no,1165,no,no,10439
40,blue-collar,married,secondary,no,4,yes,yes,1044
46,management,divorced,tertiary,no,675,no,yes,10440
48,management,divorced,tertiary,no,503,no,yes,10443
35,management,single,tertiary,no,3140,no,no,10444
38,entrepreneur,married,secondary,no,8,no,no,10445
59,retired,married,primary,no,4949,no,yes,10448
50,technician,married,secondary,no,1765,yes,no,10449
39,services,married,secondary,no,150,no,no,10450
46,technician,married,tertiary,no,4176,yes,no,10451
39,management,divorced,tertiary,no,452,yes,no,10452
52,services,married,secondary,no,-336,no,yes,10453
32,blue-collar,divorced,secondary,no,-289,yes,no,10454
24,blue-collar,single,secondary,yes,-203,yes,no,10455
47,retired,divorced,primary,no,2576,no,no,10456
47,blue-collar,married,primary,no,-245,yes,yes,10457
40,blue-collar,married,secondary,no,4259,no,no,10458
30,management,single,tertiary,no,775,yes,no,10459
34,blue-collar,married,secondary,no,42,yes,no,1046
50,unemployed,married,primary,no,210,no,no,10461
35,blue-collar,married,primary,no,4924,no,no,10462
56,technician,married,secondary,no,654,yes,yes,10463
36,blue-collar,single,secondary,no,340,no,yes,10464
33,blue-collar,divorced,secondary,no,1,no,no,10465
29,management,single,tertiary,no,573,yes,yes,10466
27,technician,married,secondary,no,806,yes,no,10467
31,blue-collar,married,primary,no,0,no,no,10468
39,blue-collar,married,primary,no,275,yes,no,10469
23,management,single,tertiary,no,2605,yes,no,1047
58,retired,married,tertiary,no,3628,no,no,10470
36,technician,single,secondary,no,1521,yes,no,10471
49,housemaid,married,primary,no,785,no,no,10473
37,blue-collar,married,secondary,no,1053,no,no,10474
37,blue-collar,married,primary,no,1,yes,no,10475
36,entrepreneur,single,tertiary,no,658,yes,no,10477
44,blue-collar,married,primary,no,749,yes,no,10478
37,technician,married,secondary,no,1610,no,no,10479
30,technician,single,tertiary,no,60,yes,yes,1048
41,blue-collar,married,primary,no,492,yes,yes,10480
41,management,divorced,tertiary,no,1401,no,no,10481
54,housemaid,married,secondary,no,1977,no,no,10482
48,technician,married,unknown,no,5543,no,no,10483
44,admin.,married,secondary,no,32,no,yes,10484
49,blue-collar,married,primary,no,361,yes,no,10485
39,technician,single,secondary,no,175,no,yes,10486
47,retired,married,secondary,no,477,no,no,10487
56,housemaid,married,primary,no,657,no,no,10488
49,housemaid,married,primary,no,3436,no,no,10489
51,management,married,primary,no,98,yes,no,1049
38,blue-collar,married,secondary,no,213,yes,no,10491
36,services,married,secondary,no,5000,no,no,10493
38,blue-collar,divorced,secondary,no,727,yes,no,10494
46,services,divorced,secondary,no,2044,no,yes,10495
48,housemaid,married,primary,no,5908,no,no,10496
36,blue-collar,married,secondary,no,274,yes,no,10497
39,unemployed,married,tertiary,no,11787,no,no,10498
38,services,married,tertiary,no,1018,no,no,10499
27,technician,single,tertiary,no,0,yes,no,105
52,technician,single,secondary,no,-181,yes,no,1050
48,blue-collar,divorced,secondary,yes,296,no,yes,10500
52,retired,divorced,tertiary,no,3687,yes,yes,10504
46,technician,married,secondary,no,68,yes,yes,10505
51,management,married,secondary,no,2216,yes,yes,10506
35,services,married,secondary,no,1279,yes,no,10507
57,blue-collar,married,primary,no,24,no,no,10508
38,blue-collar,married,secondary,no,1627,no,no,10509
45,technician,married,secondary,no,118,yes,no,1051
36,blue-collar,married,primary,no,6085,yes,no,10510
37,blue-collar,single,secondary,no,1120,no,no,10512
58,technician,married,secondary,no,116,no,no,10513
31,technician,divorced,secondary,no,-1185,yes,no,10514
59,blue-collar,married,secondary,yes,-918,yes,no,10515
45,management,married,tertiary,no,1493,no,no,10517
47,blue-collar,divorced,primary,no,7,no,yes,10518
40,services,married,secondary,no,256,yes,no,10519
41,blue-collar,married,secondary,no,-15,yes,no,1052
51,management,married,unknown,no,721,no,no,10520
29,technician,single,secondary,no,510,yes,no,10521
46,technician,divorced,secondary,no,454,no,no,10522
33,admin.,married,secondary,no,372,yes,no,10523
43,technician,married,unknown,no,1156,no,no,10524
36,blue-collar,married,primary,no,4143,no,yes,10525
44,management,married,unknown,no,2982,no,no,10526
58,retired,married,primary,no,0,yes,no,10527
41,management,single,unknown,no,1604,no,no,10528
39,management,married,tertiary,yes,47,no,no,10529
51,services,married,primary,no,294,no,no,10530
44,self-employed,married,secondary,no,6553,no,no,10532
30,services,single,tertiary,no,44,no,no,10533
57,blue-collar,divorced,primary,no,3111,no,no,10534
50,management,married,primary,no,0,no,no,10535
47,management,divorced,unknown,no,582,yes,yes,10536
48,technician,single,tertiary,no,0,no,no,10537
37,services,married,secondary,no,-58,yes,no,10538
52,management,married,primary,no,740,no,no,10539
50,blue-collar,married,secondary,no,1557,yes,no,1054
43,management,married,tertiary,no,0,yes,no,10540
36,blue-collar,divorced,secondary,no,808,no,no,10542
42,entrepreneur,single,unknown,no,323,no,no,10543
41,technician,married,secondary,no,902,no,no,10545
51,admin.,married,secondary,no,924,yes,no,10546
37,management,married,tertiary,no,57,no,no,10547
42,services,divorced,secondary,no,167,no,no,10548
37,blue-collar,married,primary,no,3154,yes,no,10549
36,blue-collar,married,primary,no,-20,yes,no,1055
45,blue-collar,married,secondary,no,3037,no,no,10550
35,services,married,secondary,no,373,no,yes,10552
44,unemployed,single,primary,no,4232,no,no,10555
59,blue-collar,married,secondary,no,969,no,no,10557
36,blue-collar,divorced,secondary,no,638,yes,no,10558
46,blue-collar,married,primary,no,323,yes,no,1056
29,management,single,tertiary,no,5894,yes,no,10560
39,blue-collar,single,primary,no,207,no,yes,10561
56,retired,married,tertiary,no,3708,no,no,10562
54,blue-collar,married,primary,no,0,no,no,10563
47,retired,married,tertiary,no,1225,yes,yes,10565
55,retired,married,tertiary,no,2929,no,no,10568
51,housemaid,married,primary,no,13292,no,no,10569
44,blue-collar,married,primary,no,-171,yes,no,1057
39,management,married,tertiary,no,627,no,no,10570
57,services,married,secondary,no,197,no,no,10571
38,technician,single,tertiary,no,38,no,no,10572
39,blue-collar,married,primary,no,3705,yes,no,10573
55,blue-collar,married,secondary,no,0,no,no,10574
37,services,married,secondary,no,40,no,no,10575
54,blue-collar,married,secondary,no,853,no,no,10576
37,blue-collar,married,primary,no,-107,yes,no,10577
38,blue-collar,married,primary,no,298,no,no,10578
41,blue-collar,married,primary,no,389,yes,no,10579
47,blue-collar,married,secondary,no,438,yes,no,1058
53,housemaid,married,secondary,no,2406,yes,no,10580
59,retired,married,primary,no,2722,no,no,10581
46,blue-collar,married,secondary,no,6215,no,no,10582
57,retired,married,primary,no,903,no,no,10584
48,blue-collar,married,primary,no,554,no,no,10585
49,management,married,primary,no,330,no,no,10586
40,blue-collar,married,secondary,no,876,no,no,10587
38,self-employed,married,secondary,no,30,no,no,10589
40,blue-collar,married,secondary,no,316,yes,no,1059
52,technician,divorced,tertiary,no,728,no,no,10590
39,blue-collar,married,secondary,no,0,no,no,10591
36,unemployed,single,secondary,no,490,yes,yes,10593
36,blue-collar,single,primary,no,3214,yes,no,10595
53,technician,married,tertiary,no,6072,no,yes,10596
30,technician,single,secondary,no,363,yes,no,10597
44,blue-collar,married,secondary,no,54,yes,no,106
36,services,single,secondary,no,174,yes,no,1060
36,blue-collar,single,secondary,no,2962,yes,yes,10603
49,services,divorced,secondary,no,3250,no,no,10604
55,entrepreneur,divorced,tertiary,no,461,yes,yes,10605
57,management,divorced,unknown,no,0,no,no,10606
37,services,married,secondary,no,3321,no,no,10608
50,blue-collar,divorced,primary,no,4882,yes,no,10609
46,blue-collar,married,secondary,no,442,yes,no,1061
37,management,single,tertiary,no,400,yes,no,10611
51,self-employed,married,tertiary,no,2007,no,no,10613
40,admin.,married,secondary,no,538,no,no,10614
51,management,single,secondary,no,1610,yes,no,10615
55,management,divorced,tertiary,no,25,no,no,10616
47,technician,married,tertiary,yes,-813,yes,yes,10617
39,technician,single,secondary,no,2321,no,yes,10618
38,management,married,tertiary,no,-469,yes,no,10619
58,technician,married,secondary,no,786,yes,no,1062
38,services,married,secondary,no,1559,no,no,10621
39,management,married,secondary,no,2198,no,no,10622
36,management,single,tertiary,no,317,no,no,10623
49,technician,married,secondary,no,775,yes,no,10624
36,housemaid,married,tertiary,yes,-1941,yes,no,10625
