age,job,marital,education,default,balance,housing,loan,uid1
59,retired,married,2.0,0,0.04220873,0,0,10148
40,admin.,divorced,2.0,0,-0.36882576,0,0,10149
52,services,divorced,2.0,0,-0.041224327,1,0,1015
58,housemaid,married,2.0,0,0.42490923,0,0,10150
35,services,married,2.0,0,0.40027753,0,0,10151
37,blue-collar,single,1.0,0,0.0025459377,0,0,10152
56,unknown,divorced,1.0,0,0.0025459377,0,0,10153
52,housemaid,married,1.0,0,0.632573,0,0,10154
56,blue-collar,married,2.0,0,0.5446085,0,0,10155
53,technician,married,3.0,0,-0.1227066,1,0,10156
45,unknown,married,1.0,0,-0.32737526,0,0,10157
49,management,married,3.0,0,-0.32737526,0,0,10158
41,housemaid,single,1.0,0,0.04220873,1,0,10159
34,blue-collar,married,2.0,0,0.40027753,1,0,1016
47,blue-collar,married,2.0,0,0.071115434,0,0,10160
50,blue-collar,married,3.0,0,0.0025459377,0,0,10161
43,admin.,divorced,2.0,0,-0.32737526,0,0,10162
40,unemployed,divorced,2.0,0,-0.36882576,0,0,10163
35,blue-collar,divorced,2.0,0,-0.009587242,0,0,10165
36,management,single,3.0,0,-0.36882576,0,0,10166
38,services,married,2.0,0,-0.1227066,0,0,10167
45,management,married,3.0,0,0.40027753,0,0,10168
58,unknown,married,2.0,0,-0.36882576,0,0,10169
37,blue-collar,divorced,1.0,0,-0.37100634,1,0,1017
38,blue-collar,married,2.0,1,-0.36882576,0,0,10170
44,blue-collar,married,2.0,0,0.0025459377,0,0,10172
58,technician,married,1.0,0,-0.37100634,0,0,10173
51,technician,married,2.0,0,0.44486216,0,0,10174
40,blue-collar,single,1.0,0,0.40027753,0,1,10175
50,blue-collar,married,2.0,0,-0.36882576,0,0,10177
45,housemaid,divorced,1.0,0,0.0025459377,0,0,10178
49,blue-collar,divorced,2.0,0,0.40027753,0,1,10179
39,admin.,married,2.0,0,0.071115434,1,0,1018
55,retired,married,1.0,0,0.44486216,0,0,10180
40,blue-collar,married,2.0,0,0.44486216,0,0,10181
45,technician,divorced,2.0,0,-0.36882576,1,1,10182
45,self-employed,married,1.0,0,0.0025459377,0,0,10183
48,admin.,married,2.0,0,-0.009587242,0,0,10184
56,blue-collar,married,2.0,0,-0.36882576,0,0,10185
41,housemaid,divorced,2.0,0,0.0025459377,1,1,10186
38,admin.,married,1.0,0,-0.1227066,0,1,10187
59,technician,married,3.0,0,0.42490923,0,0,10188
25,blue-collar,married,1.0,0,-0.91675866,1,0,10189
52,entrepreneur,divorced,1.0,0,-0.49297693,1,0,1019
57,housemaid,married,1.0,0,0.40027753,0,0,10190
54,admin.,married,2.0,0,0.029012546,1,0,10191
36,unemployed,single,3.0,0,0.44486216,1,0,10193
36,services,married,2.0,0,0.40027753,0,0,10194
48,management,married,2.0,0,-0.1227066,0,0,10195
39,retired,married,2.0,0,-0.91675866,1,0,10196
43,entrepreneur,married,3.0,0,-0.1227066,0,0,10198
36,management,married,3.0,0,0.071115434,0,0,10199
53,blue-collar,married,1.0,0,-0.32737526,0,0,102
42,self-employed,married,3.0,0,0.58409756,0,0,10201
37,admin.,single,2.0,0,0.029012546,1,0,10202
41,management,married,3.0,0,0.050681595,0,1,10205
44,management,single,3.0,0,0.0025459377,1,0,10206
42,blue-collar,married,2.0,0,0.44486216,0,0,10207
55,housemaid,married,1.0,0,-0.36882576,0,0,10209
36,entrepreneur,married,3.0,0,0.40027753,1,0,1021
60,housemaid,married,2.0,0,0.632573,0,0,10210
48,technician,married,3.0,0,0.40027753,0,0,10211
58,management,married,3.0,0,0.071115434,0,0,10212
51,retired,married,1.0,0,0.40027753,0,0,10214
37,entrepreneur,single,3.0,0,0.0711565,0,0,10215
49,services,single,2.0,0,-0.37100634,0,0,10216
58,retired,married,1.0,0,0.42490923,0,0,10217
36,unemployed,married,2.0,0,0.40027753,0,0,10218
41,entrepreneur,married,2.0,0,0.40027753,1,0,10219
43,retired,married,1.0,0,0.44486216,0,0,10220
45,unknown,married,2.0,0,0.071115434,0,0,10221
39,admin.,single,3.0,0,-0.7283081,0,0,10223
36,blue-collar,married,2.0,0,-0.041224327,0,0,10224
46,unknown,married,1.0,0,-0.49297693,0,0,10225
57,management,married,3.0,0,0.029012546,0,0,10226
40,services,married,2.0,0,0.029012546,0,0,10227
35,technician,single,3.0,0,-0.7283081,1,1,10229
31,admin.,divorced,2.0,0,0.071115434,1,0,1023
45,services,married,1.0,0,0.0711565,1,0,10230
56,housemaid,single,1.0,0,-0.36882576,0,0,10231
35,management,married,3.0,0,0.0025459377,0,0,10232
54,retired,married,2.0,0,0.42490923,0,0,10233
51,entrepreneur,single,3.0,1,-0.7283081,0,0,10234
39,self-employed,married,3.0,0,-0.36882576,0,0,10235
49,admin.,married,2.0,0,0.40027753,1,0,10237
38,blue-collar,single,3.0,0,0.0025459377,1,0,10238
32,technician,divorced,2.0,0,-0.36882576,1,0,10239
43,technician,divorced,3.0,0,0.04220873,1,1,1024
57,admin.,married,2.0,0,0.050681595,0,1,10240
41,self-employed,single,3.0,0,0.40027753,0,0,10241
40,admin.,single,3.0,0,0.029012546,0,0,10242
44,blue-collar,married,1.0,0,0.071115434,1,0,10243
45,services,married,2.0,0,0.029012546,0,0,10244
52,admin.,married,2.0,0,0.42490923,0,0,10245
36,blue-collar,married,2.0,0,0.40027753,0,0,10246
36,admin.,divorced,2.0,0,-0.36882576,0,0,10248
58,housemaid,married,3.0,0,0.26465136,0,0,10249
43,blue-collar,single,1.0,0,0.0025459377,1,0,1025
43,technician,single,2.0,0,-0.32737526,1,0,10250
48,blue-collar,married,1.0,0,0.632573,0,0,10251
60,management,married,3.0,0,-0.32737526,0,0,10252
29,admin.,single,2.0,0,-0.009587242,1,0,10253
37,blue-collar,married,1.0,1,-0.91675866,0,0,10254
40,services,single,2.0,0,0.071115434,0,0,10255
31,blue-collar,married,2.0,0,-0.7283081,1,0,10256
36,blue-collar,married,1.0,0,-0.041224327,0,0,10258
36,admin.,married,2.0,0,-0.36882576,0,0,10259
39,blue-collar,married,2.0,0,0.071115434,1,1,1026
51,blue-collar,married,1.0,0,0.19789287,1,0,10260
55,management,married,3.0,0,0.44486216,0,0,10261
44,technician,married,3.0,0,0.029012546,0,0,10262
59,retired,single,2.0,0,0.40027753,0,0,10264
47,management,single,3.0,0,-0.36882576,0,0,10265
42,blue-collar,married,1.0,0,0.0025459377,0,0,10266
40,technician,married,2.0,0,-0.041224327,0,0,10267
39,blue-collar,married,2.0,0,0.19789287,1,0,10268
40,blue-collar,divorced,2.0,0,-0.63594294,0,0,10269
40,technician,married,1.0,0,-0.009587242,1,0,1027
56,technician,married,2.0,0,-0.041224327,1,0,10270
47,management,married,2.0,0,-0.36882576,0,0,10271
34,blue-collar,married,2.0,0,0.071115434,1,0,10272
38,blue-collar,married,2.0,0,0.40027753,0,0,10273
38,blue-collar,single,1.0,0,0.40027753,0,0,10275
52,management,divorced,3.0,0,-0.32737526,1,0,10276
35,blue-collar,married,2.0,0,0.0025459377,1,0,10277
31,technician,single,2.0,0,0.04220873,1,0,10278
37,management,single,3.0,0,0.44486216,0,0,10279
58,management,married,3.0,0,-0.041224327,0,0,1028
53,self-employed,divorced,3.0,0,0.40027753,0,0,10280
45,management,married,3.0,0,0.632573,0,0,10281
44,services,single,2.0,0,-0.32737526,0,0,10282
49,unknown,married,1.0,0,-0.37100634,0,0,10283
37,blue-collar,married,2.0,0,0.029012546,0,0,10284
55,blue-collar,married,2.0,0,-0.36882576,0,0,10286
46,services,married,2.0,0,0.44486216,0,0,10287
38,technician,married,3.0,0,-0.36882576,0,0,10288
55,admin.,married,2.0,0,0.42490923,0,1,10289
31,blue-collar,married,1.0,0,-0.7283081,1,0,1029
46,blue-collar,married,1.0,0,0.0025459377,0,0,10291
40,entrepreneur,married,2.0,0,0.40027753,0,0,10293
37,services,married,1.0,0,-0.36882576,1,1,10294
46,management,divorced,2.0,0,-0.041224327,0,0,10295
55,blue-collar,divorced,1.0,0,-0.041224327,0,0,10296
56,blue-collar,divorced,1.0,0,0.0025459377,0,0,10297
38,blue-collar,divorced,1.0,0,-0.36882576,0,0,10298
52,blue-collar,married,1.0,0,0.0711565,1,0,103
41,blue-collar,married,2.0,0,0.0711565,1,1,1030
58,admin.,married,2.0,0,0.0025459377,0,0,10300
46,management,married,2.0,0,-0.36882576,0,0,10301
41,services,married,2.0,0,0.42490923,1,0,10302
40,management,married,2.0,0,0.58409756,0,0,10303
56,admin.,married,2.0,0,0.029012546,0,0,10304
45,blue-collar,married,1.0,0,0.0025459377,0,0,10305
44,retired,married,2.0,0,0.58409756,0,0,10306
57,retired,single,2.0,0,0.42490923,0,0,10307
44,blue-collar,married,2.0,0,0.40027753,0,0,10308
35,unemployed,divorced,2.0,0,-0.32737526,0,0,10309
37,management,married,3.0,0,0.071115434,1,0,1031
53,housemaid,divorced,2.0,0,0.071115434,0,0,10311
47,services,married,2.0,0,-0.1227066,1,0,10312
35,blue-collar,divorced,1.0,0,-0.36882576,0,0,10313
36,unemployed,married,1.0,0,-0.36882576,0,0,10314
46,technician,married,3.0,0,-0.32737526,0,0,10316
57,entrepreneur,married,2.0,0,0.42490923,1,0,10317
39,management,single,2.0,0,0.0711565,0,0,10318
59,management,married,3.0,0,0.632573,1,0,10319
44,services,divorced,2.0,0,-0.36882576,1,1,1032
49,blue-collar,married,3.0,0,0.40027753,0,0,10320
51,services,married,2.0,0,-0.041224327,0,0,10321
43,services,married,2.0,0,-0.36882576,0,0,10323
50,unemployed,married,2.0,0,0.42490923,0,0,10327
39,admin.,married,2.0,0,0.5446085,0,0,10328
37,technician,married,3.0,0,-0.7283081,1,1,1033
39,self-employed,married,3.0,0,0.58409756,0,0,10330
49,blue-collar,married,1.0,0,0.0025459377,1,0,10331
51,housemaid,married,1.0,0,0.40027753,0,0,10332
57,blue-collar,married,2.0,0,0.0711565,0,0,10333
43,services,married,2.0,0,0.40027753,1,0,10334
53,self-employed,married,3.0,0,0.42490923,1,0,10335
45,housemaid,divorced,1.0,0,-0.041224327,0,0,10337
42,blue-collar,married,2.0,0,-0.041224327,0,0,10338
37,housemaid,married,2.0,0,-0.041224327,0,0,10339
39,blue-collar,married,1.0,0,0.0025459377,1,0,1034
58,retired,married,1.0,0,0.0025459377,1,0,10341
36,blue-collar,married,1.0,0,-0.1227066,1,0,10342
38,admin.,married,2.0,0,0.0025459377,0,0,10343
50,unknown,single,2.0,0,0.26465136,0,0,10344
55,entrepreneur,married,2.0,0,0.0711565,1,0,10345
36,technician,married,2.0,0,0.029012546,1,0,10347
50,blue-collar,married,1.0,0,-0.041224327,1,0,10348
40,admin.,married,2.0,0,0.40027753,0,0,10349
41,blue-collar,single,2.0,0,-0.49297693,1,0,1035
36,student,single,2.0,0,-0.1227066,1,0,10350
54,blue-collar,married,1.0,0,0.04220873,1,0,10351
39,blue-collar,married,2.0,0,0.029012546,0,0,10352
40,housemaid,married,2.0,0,0.42490923,1,0,10353
36,blue-collar,married,2.0,0,0.0025459377,1,0,10354
47,housemaid,single,3.0,0,-0.1227066,0,0,10355
60,retired,single,2.0,0,0.40027753,0,0,10356
39,blue-collar,married,1.0,0,0.071115434,0,0,10357
36,blue-collar,married,1.0,0,0.42490923,0,0,10358
52,blue-collar,divorced,1.0,0,-0.041224327,1,0,1036
59,retired,married,2.0,0,0.632573,0,0,10361
42,unknown,single,2.0,0,0.029012546,0,0,10362
38,blue-collar,divorced,1.0,0,-0.36882576,0,0,10363
54,technician,married,2.0,0,0.58409756,0,0,10364
48,blue-collar,single,2.0,0,0.0025459377,1,0,10366
55,retired,married,2.0,0,0.40027753,0,0,10367
40,blue-collar,married,2.0,0,0.35559145,0,1,10368
29,blue-collar,single,1.0,0,0.071115434,1,1,1037
47,services,married,2.0,0,-0.37100634,0,0,10370
59,entrepreneur,married,3.0,0,0.0025459377,1,0,10371
55,entrepreneur,married,1.0,0,-0.041224327,0,0,10373
58,management,married,1.0,0,-0.36882576,0,0,10374
56,self-employed,married,2.0,0,0.04220873,0,0,10376
39,blue-collar,married,1.0,0,0.029012546,1,0,10377
37,technician,married,2.0,1,0.0025459377,0,0,10379
47,housemaid,single,3.0,0,0.42490923,0,0,10381
38,services,married,2.0,0,0.0025459377,1,0,10382
38,services,married,2.0,0,0.071115434,0,0,10383
40,services,married,2.0,0,0.029012546,0,1,10384
38,blue-collar,married,1.0,0,0.0025459377,1,1,10385
40,technician,married,2.0,0,0.44486216,0,0,10386
55,blue-collar,married,1.0,0,-0.1227066,0,0,10387
49,admin.,married,2.0,0,0.58409756,0,0,10388
49,blue-collar,married,1.0,0,0.35559145,1,0,10389
40,management,married,3.0,0,0.04220873,1,0,10391
47,blue-collar,married,1.0,0,0.40027753,1,0,10392
43,blue-collar,married,2.0,0,0.0025459377,1,0,10393
45,management,married,1.0,0,-0.36882576,0,1,10394
52,unknown,married,2.0,0,0.029012546,0,0,10395
36,student,single,2.0,0,-0.009587242,0,0,10396
43,management,divorced,3.0,0,0.04220873,0,0,10397
59,blue-collar,married,1.0,0,-0.63594294,1,0,104
43,housemaid,married,2.0,0,0.029012546,0,0,10400
35,blue-collar,married,1.0,0,0.04220873,1,0,10401
35,admin.,single,2.0,0,-0.009587242,1,0,10402
41,services,married,2.0,0,-0.91675866,0,1,10403
40,management,married,2.0,0,-0.1227066,1,0,10404
35,admin.,single,2.0,0,0.0711565,0,0,10406
56,blue-collar,married,2.0,0,0.40027753,0,1,10407
43,blue-collar,single,1.0,0,0.35559145,1,0,10408
54,retired,married,1.0,0,0.40027753,0,0,10409
56,blue-collar,married,1.0,0,0.0025459377,1,1,1041
49,management,married,2.0,0,0.42490923,0,0,10410
53,unemployed,married,2.0,0,-0.36882576,1,0,10412
48,blue-collar,married,1.0,0,0.0025459377,0,0,10414
35,admin.,married,2.0,0,-0.36882576,0,0,10415
44,management,single,3.0,0,0.632573,1,0,10416
48,blue-collar,married,2.0,0,0.35559145,1,0,10418
37,services,married,2.0,0,0.40027753,1,0,10419
48,admin.,married,2.0,0,0.071115434,1,0,1042
60,housemaid,married,1.0,0,0.0025459377,0,0,10420
44,management,married,3.0,0,0.0025459377,1,0,10421
27,admin.,single,2.0,0,-0.057865087,1,0,10422
38,unemployed,married,1.0,0,-0.91675866,0,0,10423
40,housemaid,married,2.0,0,-0.32737526,1,1,10424
38,management,divorced,3.0,0,0.44486216,0,0,10425
51,technician,divorced,1.0,0,0.0025459377,0,0,10426
52,entrepreneur,divorced,3.0,0,-0.041224327,1,1,10427
58,retired,married,1.0,0,0.40027753,0,0,10428
55,management,married,3.0,0,0.029012546,0,0,10429
39,services,married,2.0,0,0.58409756,0,0,10430
37,technician,single,2.0,0,-0.7283081,0,0,10431
52,housemaid,married,1.0,0,0.071115434,0,1,10432
49,blue-collar,married,1.0,0,0.19789287,0,0,10433
42,unemployed,married,2.0,0,0.0025459377,1,0,10434
46,management,single,3.0,0,0.40027753,0,0,10435
43,management,single,3.0,0,0.42490923,0,0,10436
36,entrepreneur,married,1.0,0,0.050681595,0,0,10437
47,housemaid,married,3.0,0,0.40027753,0,0,10438
41,blue-collar,married,2.0,0,0.04220873,0,0,10439
40,blue-collar,married,2.0,0,-0.36882576,1,1,1044
46,management,divorced,3.0,0,0.0025459377,0,1,10440
48,management,divorced,3.0,0,0.0025459377,0,1,10443
35,management,single,3.0,0,0.632573,0,0,10444
38,entrepreneur,married,2.0,0,-0.36882576,0,0,10445
59,retired,married,1.0,0,0.42490923,0,1,10448
50,technician,married,2.0,0,0.40027753,1,0,10449
39,services,married,2.0,0,-0.009587242,0,0,10450
46,technician,married,3.0,0,0.42490923,1,0,10451
39,management,divorced,3.0,0,-0.1227066,1,0,10452
52,services,married,2.0,0,-0.91675866,0,1,10453
32,blue-collar,divorced,2.0,0,-0.91675866,1,0,10454
24,blue-collar,single,2.0,1,-0.91675866,1,0,10455
47,retired,divorced,1.0,0,0.58409756,0,0,10456
47,blue-collar,married,1.0,0,-0.91675866,1,1,10457
40,blue-collar,married,2.0,0,0.42490923,0,0,10458
30,management,single,3.0,0,0.0025459377,1,0,10459
34,blue-collar,married,2.0,0,-0.32737526,1,0,1046
50,unemployed,married,1.0,0,-0.041224327,0,0,10461
35,blue-collar,married,1.0,0,0.42490923,0,0,10462
56,technician,married,2.0,0,0.0025459377,1,1,10463
36,blue-collar,single,2.0,0,0.071115434,0,1,10464
33,blue-collar,divorced,2.0,0,-0.36882576,0,0,10465
29,management,single,3.0,0,0.0025459377,1,1,10466
27,technician,married,2.0,0,0.0025459377,1,0,10467
31,blue-collar,married,1.0,0,-0.36882576,0,0,10468
39,blue-collar,married,1.0,0,-0.49297693,1,0,10469
23,management,single,3.0,0,0.58409756,1,0,1047
58,retired,married,3.0,0,0.42490923,0,0,10470
36,technician,single,2.0,0,0.029012546,1,0,10471
49,housemaid,married,1.0,0,0.0025459377,0,0,10473
37,blue-collar,married,2.0,0,0.04220873,0,0,10474
37,blue-collar,married,1.0,0,-0.36882576,1,0,10475
36,entrepreneur,single,3.0,0,0.0025459377,1,0,10477
44,blue-collar,married,1.0,0,0.0025459377,1,0,10478
37,technician,married,2.0,0,0.40027753,0,0,10479
30,technician,single,3.0,0,-0.32737526,1,1,1048
41,blue-collar,married,1.0,0,0.26465136,1,1,10480
41,management,divorced,3.0,0,0.029012546,0,0,10481
54,housemaid,married,2.0,0,0.40027753,0,0,10482
48,technician,married,2.0,0,0.42490923,0,0,10483
44,admin.,married,2.0,0,-0.7283081,0,1,10484
49,blue-collar,married,1.0,0,0.071115434,1,0,10485
39,technician,single,2.0,0,-0.63594294,0,1,10486
47,retired,married,2.0,0,0.26465136,0,0,10487
56,housemaid,married,1.0,0,0.0025459377,0,0,10488
49,housemaid,married,1.0,0,0.632573,0,0,10489
51,management,married,1.0,0,-0.32737526,1,0,1049
38,blue-collar,married,2.0,0,-0.041224327,1,0,10491
36,services,married,2.0,0,0.42490923,0,0,10493
38,blue-collar,divorced,2.0,0,0.0025459377,1,0,10494
46,services,divorced,2.0,0,0.40027753,0,1,10495
48,housemaid,married,1.0,0,0.050681595,0,0,10496
36,blue-collar,married,2.0,0,-0.041224327,1,0,10497
39,unemployed,married,3.0,0,0.44486216,0,0,10498
38,services,married,3.0,0,0.35559145,0,0,10499
27,technician,single,3.0,0,-0.36882576,1,0,105
52,technician,single,2.0,0,-0.91675866,1,0,1050
48,blue-collar,divorced,2.0,1,0.071115434,0,1,10500
52,retired,divorced,3.0,0,0.42490923,1,1,10504
46,technician,married,2.0,0,-0.32737526,1,1,10505
51,management,married,2.0,0,0.40027753,1,1,10506
35,services,married,2.0,0,0.029012546,1,0,10507
57,blue-collar,married,1.0,0,-0.7283081,0,0,10508
38,blue-collar,married,2.0,0,0.40027753,0,0,10509
45,technician,married,2.0,0,0.0711565,1,0,1051
36,blue-collar,married,1.0,0,0.050681595,1,0,10510
37,blue-collar,single,2.0,0,0.04220873,0,0,10512
58,technician,married,2.0,0,0.0711565,0,0,10513
31,technician,divorced,2.0,0,-0.91675866,1,0,10514
59,blue-collar,married,2.0,1,-0.91675866,1,0,10515
45,management,married,3.0,0,0.029012546,0,0,10517
47,blue-collar,divorced,1.0,0,-0.36882576,0,1,10518
40,services,married,2.0,0,-0.041224327,1,0,10519
41,blue-collar,married,2.0,0,-0.36882576,1,0,1052
51,management,married,2.0,0,0.0025459377,0,0,10520
29,technician,single,2.0,0,0.0025459377,1,0,10521
46,technician,divorced,2.0,0,-0.1227066,0,0,10522
33,admin.,married,2.0,0,0.071115434,1,0,10523
43,technician,married,2.0,0,0.04220873,0,0,10524
36,blue-collar,married,1.0,0,0.42490923,0,1,10525
44,management,married,2.0,0,0.19789287,0,0,10526
58,retired,married,1.0,0,-0.36882576,1,0,10527
41,management,single,2.0,0,0.40027753,0,0,10528
39,management,married,3.0,1,-0.32737526,0,0,10529
51,services,married,1.0,0,0.071115434,0,0,10530
44,self-employed,married,2.0,0,0.050681595,0,0,10532
30,services,single,3.0,0,-0.32737526,0,0,10533
57,blue-collar,divorced,1.0,0,0.632573,0,0,10534
50,management,married,1.0,0,-0.36882576,0,0,10535
47,management,divorced,2.0,0,0.0025459377,1,1,10536
48,technician,single,3.0,0,-0.36882576,0,0,10537
37,services,married,2.0,0,-0.91675866,1,0,10538
